                2010                   2                   0                   2                   2                   0                   2                   2                   0                   0                   2                   9                   1                   1                 135                   1                   1                   0                   1                   3                  42                   3                  12                   0                   0
                2010                  11                  70                   2                   4                   0                   3                   2                   0                   0                   3                   9                   1                   1                 137                   1                   1                   0                   1                   2                  37                  12                  12                   1                   0
                2010                  11                  70                   2                  11                  70                   2                   1                   0                   0                   1                   9                   1                   3                 138                   2                   1                   0                   1                   2                  35                  12                  16                   1                   0
                2010                   2                   0                   2                   2                   0                   2                   1                   0                   0                   3                   9                   1                   1                 139                   1                   1                   0                   1                   3                  51                  14                  15                   1                   0
                2010                   1                  70                   2                   1                  70                   2                   2                   0                   0                   1                   9                   3                   4                 140                   2                   1                   0                   2                   2                  66                  16                  16                   4                   0
                2010                   1                  70                   2                   1                  70                   2                   1                   0                   0                   1                   9                   1                   3                 141                   1                   1                   0                   7                   1                  28                  15                  16                   1                   0
                2010                   1                  60                   2                   1                  60                   2                   3                   0                   0                   2                   9                   1                   1                 142                   7                   1                   0                   1                   2                  39                  14                  12                   1                   0
                2010                   4                   0                   3                   2                   0                   2                   1                   0                   0                   3                   9                   1                   1                 143                   1                   1                   0                   7                   0                  47                  17                  14                   1                   0
                2010                   1                  41                   3                   2                   0                   2                   2                   0                   0                   1                   9                   1                   3                 144                   1                   1                   0                   7                   4                  48                  16                  16                   3                   0
                2010                   4                   0                   3                   4                   0                   3                   1                   0                   0                   2                   9                   3                   4                 145                   1                   1                   0                   1                   1                  49                  20                  20                   4                   0
                2010                   2                   0                   2                   2                   0                   2                   3                   0                   0                   2                   9                   3                   0                 147                   5                   1                   0                   5                   5                  70                   2                   2                   0                   0
                2010                   4                   0                   3                   4                   0                   3                   2                   0                   0                   1                   9                   3                   3                 151                   2                   1                   0                   7                   2                  68                  20                  16                   4                   0
                2010                   2                   0                   2                   4                   0                   3                   2                   0                   0                   3                   9                   3                   3                 152                   1                   1                   0                   1                   0                  34                  16                  16                   3                   0
                2010                   2                   0                   2                   2                   0                   2                   1                   0                   0                   1                   9                   3                   1                 153                   1                   1                   0                   6                   5                  30                  13                  13                   1                   0
                2010                   2                   0                   2                   2                   0                   2                   2                   0                   0                   1                   9                   1                   1                 155                   1                   1                   0                   7                   2                  36                   6                  12                   0                   0
                2010                   2                   0                   2                   2                   0                   2                   2                   0                   0                   2                   9                   1                   2                 157                   1                   1                   0                   9                   2                  58                  15                  14                   1                   0
                2010                   2                   0                   2                   2                   0                   2                   2                   0                   0                   3                   9                   3                   0                 159                   7                   1                   0                   4                   5                  34                   8                   2                   0                   0
                2010                  11                  70                   2                   2                   0                   2                   1                   0                   0                   3                   9                   1                   2                 167                   4                   1                   0                   1                   3                  44                  15                  15                   2                   0
                2010                   4                   0                   3                   4                   0                   3                   1                   0                   0                   3                   9                   1                   1                 171                   1                   1                   0                   1                   2                  56                  20                  13                   4                   0
                2010                   4                   0                   3                   4                   0                   3                   1                   0                   0                   3                   9                   1                   1                 173                   1                   1                   0                   2                   2                  60                  14                  12                   1                   0
