Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A02002_001,SE_A02002_002,SE_A02002_003,SE_A02002_004,SE_A02002_005,SE_A02002_006,SE_A02002_007,SE_A02002_008,SE_A02002_009,SE_A02002_010,SE_A02002_011,SE_A02002_012,SE_A02002_013,SE_A02002_014,SE_A02002_015,SE_A02002_016,SE_A02002_017,SE_A02002_018,SE_A02002_019,SE_A02002_020,SE_A02002_021,SE_A02002_022,SE_A02002_023,SE_A02002_024,SE_A02002_025,SE_A02002_026,SE_A02002_027
"2943460","32000US2943460","Sikeston","Sikeston, MO Micro Area; Missouri","mo","320","00","ACSSF","0012503",,,,,"29",,,,,,,,,,,,,,"43460",,,,,,,,,,,,,,,,,,,,,,,,,,,,38633,18685,1298,1582,1141,748,1497,2382,2122,2453,2464,1866,854,278,19948,1188,1320,1211,725,1618,2356,2283,2583,2777,2093,1232,562
"2944180","32000US2944180","Springfield","Springfield, MO Metro Area; Missouri","mo","320","00","ACSSF","0012504",,,,,"29",,,,,,,,,,,,,,"44180",,,,,,,,,,,,,,,,,,,,,,,,,,,,462434,226255,14588,15306,14525,8938,26932,30869,27947,27368,27197,19533,10145,2907,236179,14095,14028,14208,8395,27821,30757,27455,27776,29458,22724,13138,6324
"2947660","32000US2947660","Warrensburg","Warrensburg, MO Micro Area; Missouri","mo","320","00","ACSSF","0012505",,,,,"29",,,,,,,,,,,,,,"47660",,,,,,,,,,,,,,,,,,,,,,,,,,,,53682,27503,1738,1530,1662,999,5568,4338,2949,2791,2781,1854,873,420,26179,1678,1500,1626,819,5035,3399,2858,2726,3104,1961,1025,448
"2948460","32000US2948460","West Plains","West Plains, MO Micro Area; Missouri","mo","320","00","ACSSF","0012506",,,,,"29",,,,,,,,,,,,,,"48460",,,,,,,,,,,,,,,,,,,,,,,,,,,,40104,19571,1357,1293,1411,844,1665,2300,2213,2460,2501,2108,985,434,20533,1226,1390,1215,864,1496,2353,2296,2546,2823,2336,1357,631
"3013740","32000US3013740","Billings","Billings, MT Metro Area; Montana","mt","320","00","ACSSF","0002879",,,,,"30",,,,,,,,,,,,,,"13740",,,,,,,,,,,,,,,,,,,,,,,,,,,,179071,88433,5510,6170,5862,3575,7301,11736,11104,10801,12253,8774,3815,1532,90638,5301,5588,6219,3210,6795,11988,11021,10885,12750,9424,4760,2697
"3014580","32000US3014580","Bozeman","Bozeman, MT Micro Area; Montana","mt","320","00","ACSSF","0002880",,,,,"30",,,,,,,,,,,,,,"14580",,,,,,,,,,,,,,,,,,,,,,,,,,,,108063,56112,3190,2937,3251,1716,9564,9381,7647,5950,6126,4179,1701,470,51951,2954,3065,2946,1589,7856,8008,7039,5479,6150,4220,1964,681
"3015580","32000US3015580","Butte-Silver Bow","Butte-Silver Bow, MT Micro Area; Montana","mt","320","00","ACSSF","0002881",,,,,"30",,,,,,,,,,,,,,"15580",,,,,,,,,,,,,,,,,,,,,,,,,,,,34770,17613,1161,1043,979,531,2084,2084,2105,2122,2508,1833,1017,146,17157,887,968,865,583,1931,1891,1864,2110,2535,1957,1064,502
"3024500","32000US3024500","Great Falls","Great Falls, MT Metro Area; Montana","mt","320","00","ACSSF","0002882",,,,,"30",,,,,,,,,,,,,,"24500",,,,,,,,,,,,,,,,,,,,,,,,,,,,81625,41235,2966,2473,2719,1390,4288,6000,4716,4498,5265,4041,2068,811,40390,2529,2593,2355,1320,3637,5354,4313,4607,5652,4330,2366,1334
"3025740","32000US3025740","Helena","Helena, MT Micro Area; Montana","mt","320","00","ACSSF","0002883",,,,,"30",,,,,,,,,,,,,,"25740",,,,,,,,,,,,,,,,,,,,,,,,,,,,79722,39607,2162,2246,2714,1595,3223,4674,4812,4957,6153,4735,1752,584,40115,2155,2483,2304,1468,3024,4759,4622,5180,6550,4610,1878,1082
"3028060","32000US3028060","Kalispell","Kalispell, MT Micro Area; Montana","mt","320","00","ACSSF","0002884",,,,,"30",,,,,,,,,,,,,,"28060",,,,,,,,,,,,,,,,,,,,,,,,,,,,99899,49898,2934,3253,3393,1897,3732,5745,6278,6008,7577,5820,2555,706,50001,2764,2713,3217,1851,3403,5973,6151,6097,8230,5838,2747,1017
"3033540","32000US3033540","Missoula","Missoula, MT Metro Area; Montana","mt","320","00","ACSSF","0002885",,,,,"30",,,,,,,,,,,,,,"33540",,,,,,,,,,,,,,,,,,,,,,,,,,,,117309,58730,2938,3315,3321,1799,8223,9505,7719,6609,6916,5455,2427,503,58579,2877,2710,3474,1831,7869,8999,7434,6526,7591,5567,2516,1185
"3113100","32000US3113100","Beatrice","Beatrice, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006533",,,,,"31",,,,,,,,,,,,,,"13100",,,,,,,,,,,,,,,,,,,,,,,,,,,,21594,10854,677,658,838,442,802,1112,1283,1379,1648,1104,643,268,10740,570,607,700,391,697,1118,1229,1357,1657,1103,750,561
"3118100","32000US3118100","Columbus","Columbus, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006534",,,,,"31",,,,,,,,,,,,,,"18100",,,,,,,,,,,,,,,,,,,,,,,,,,,,33174,16998,1235,1198,1389,763,1428,2118,2114,1913,2190,1542,818,290,16176,1165,1077,1229,643,1277,1816,1921,1780,2184,1557,1072,455
"3123340","32000US3123340","Fremont","Fremont, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006535",,,,,"31",,,,,,,,,,,,,,"23340",,,,,,,,,,,,,,,,,,,,,,,,,,,,36665,18022,1343,1340,1106,698,1593,2162,2173,2171,2394,1668,1035,339,18643,1136,1155,1277,732,1720,2055,2093,2109,2431,1970,1173,792
"3124260","32000US3124260","Grand Island","Grand Island, NE Metro Area; Nebraska","ne","320","00","ACSSF","0006536",,,,,"31",,,,,,,,,,,,,,"24260",,,,,,,,,,,,,,,,,,,,,,,,,,,,75480,38057,2959,2708,3140,1666,3208,4893,4595,4719,4729,3118,1741,581,37423,2627,2724,2742,1525,2916,4573,4617,4484,4746,3380,1711,1378
"3125580","32000US3125580","Hastings","Hastings, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006537",,,,,"31",,,,,,,,,,,,,,"25580",,,,,,,,,,,,,,,,,,,,,,,,,,,,31587,15846,1065,1180,1011,655,1896,1918,1668,1753,2214,1446,751,289,15741,944,994,1077,585,1622,1875,1627,1773,2134,1613,921,576
"3128260","32000US3128260","Kearney","Kearney, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006538",,,,,"31",,,,,,,,,,,,,,"28260",,,,,,,,,,,,,,,,,,,,,,,,,,,,55738,27837,2003,1899,1867,1132,3934,3783,3493,2937,3175,2196,1060,358,27901,1768,1862,1670,984,3994,3596,3195,2938,3406,2360,1317,811
"3130420","32000US3130420","Lexington","Lexington, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006539",,,,,"31",,,,,,,,,,,,,,"30420",,,,,,,,,,,,,,,,,,,,,,,,,,,,25746,13318,1059,849,986,677,1021,1841,1542,1563,1827,1181,544,228,12428,1049,909,764,557,1024,1474,1408,1347,1627,1160,665,444
"3130700","32000US3130700","Lincoln","Lincoln, NE Metro Area; Nebraska","ne","320","00","ACSSF","0006540",,,,,"31",,,,,,,,,,,,,,"30700",,,,,,,,,,,,,,,,,,,,,,,,,,,,330329,165977,10966,10962,10708,6156,25049,24315,21043,18417,18339,12582,5398,2042,164352,10131,9931,10974,5851,24506,21264,19602,17588,19438,14138,7146,3783
"3135740","32000US3135740","Norfolk","Norfolk, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006541",,,,,"31",,,,,,,,,,,,,,"35740",,,,,,,,,,,,,,,,,,,,,,,,,,,,48181,23986,1664,1462,1982,972,2160,3101,2824,2792,3493,2009,970,557,24195,1753,1700,1591,979,2097,2850,2713,2835,3366,2157,1397,757
"3135820","32000US3135820","North Platte","North Platte, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006542",,,,,"31",,,,,,,,,,,,,,"35820",,,,,,,,,,,,,,,,,,,,,,,,,,,,36585,18007,1083,1225,1314,714,1312,2195,2350,2173,2519,1854,890,378,18578,1046,1188,1256,845,1288,2027,2328,2091,2666,1959,1240,644
"3136540","32000US3136540","Omaha-Council Bluffs","Omaha-Council Bluffs, NE-IA Metro Area (part); Nebraska","ne","320","00","ACSSF","0006543",,,,,"31",,,,,,,,,,,,,,"36540",,,,,,,,,,,,,,,,,,,,,,,,,,,,809263,400974,30533,30305,29721,17211,36440,60852,54411,49553,46254,29054,12306,4334,408289,29033,29591,27670,16574,35134,59997,53830,49489,49254,32972,16702,8043
"3142420","32000US3142420","Scottsbluff","Scottsbluff, NE Micro Area; Nebraska","ne","320","00","ACSSF","0006544",,,,,"31",,,,,,,,,,,,,,"42420",,,,,,,,,,,,,,,,,,,,,,,,,,,,38015,18387,1311,1374,1292,763,1606,2236,2144,2024,2546,1759,991,341,19628,1276,1327,1315,732,1499,2320,2123,2206,2747,2056,1271,756
"3143580","32000US3143580","Sioux City","Sioux City, IA-NE-SD Metro Area (part); Nebraska","ne","320","00","ACSSF","0006545",,,,,"31",,,,,,,,,,,,,,"43580",,,,,,,,,,,,,,,,,,,,,,,,,,,,25892,13034,1036,873,1163,774,1219,1673,1450,1573,1484,1147,448,194,12858,1100,929,1016,403,1055,1768,1501,1429,1598,1095,643,321
"3216180","32000US3216180","Carson City","Carson City, NV Metro Area; Nevada","nv","320","00","ACSSF","0003320",,,,,"32",,,,,,,,,,,,,,"16180",,,,,,,,,,,,,,,,,,,,,,,,,,,,54773,28133,1497,1587,1677,977,2269,3901,3379,3830,4060,3020,1399,537,26640,1474,1623,1419,965,1961,3080,2899,3257,4061,3307,1784,810
"3221220","32000US3221220","Elko","Elko, NV Micro Area; Nevada","nv","320","00","ACSSF","0003321",,,,,"32",,,,,,,,,,,,,,"21220",,,,,,,,,,,,,,,,,,,,,,,,,,,,54156,28155,2037,2273,2006,1294,2518,4200,3600,3588,3617,2003,791,228,26001,1834,2084,2101,1131,2149,3783,3266,3397,3200,1812,977,267
"3221980","32000US3221980","Fallon","Fallon, NV Micro Area; Nevada","nv","320","00","ACSSF","0003322",,,,,"32",,,,,,,,,,,,,,"21980",,,,,,,,,,,,,,,,,,,,,,,,,,,,24259,12284,882,718,753,468,1003,1760,1279,1589,1642,1371,641,178,11975,795,835,709,376,902,1404,1286,1596,1732,1379,750,211
"3222280","32000US3222280","Fernley","Fernley, NV Micro Area; Nevada","nv","320","00","ACSSF","0003323",,,,,"32",,,,,,,,,,,,,,"22280",,,,,,,,,,,,,,,,,,,,,,,,,,,,54380,27450,1410,1760,1612,1033,1758,3467,3209,3443,4072,3722,1617,347,26930,1561,1857,1381,1152,1767,3187,2966,3370,4003,3633,1679,374
"3223820","32000US3223820","Gardnerville Ranchos","Gardnerville Ranchos, NV Micro Area; Nevada","nv","320","00","ACSSF","0003324",,,,,"32",,,,,,,,,,,,,,"23820",,,,,,,,,,,,,,,,,,,,,,,,,,,,48132,24169,872,1358,1120,850,1552,2340,2455,2753,4268,4029,2028,544,23963,803,1189,1149,830,1313,2263,2326,2904,4596,3964,2001,625
"3229820","32000US3229820","Las Vegas-Henderson-Paradise","Las Vegas-Henderson-Paradise, NV Metro Area; Nevada","nv","320","00","ACSSF","0003325",,,,,"32",,,,,,,,,,,,,,"29820",,,,,,,,,,,,,,,,,,,,,,,,,,,,2182004,1089228,70749,72879,73868,43140,93201,163802,151669,147244,125486,92487,43690,11013,1092776,67334,68192,72872,41419,89192,161064,150115,143402,130890,102752,48494,17050
"3237220","32000US3237220","Pahrump","Pahrump, NV Micro Area; Nevada","nv","320","00","ACSSF","0003326",,,,,"32",,,,,,,,,,,,,,"37220",,,,,,,,,,,,,,,,,,,,,,,,,,,,44380,22543,903,1121,1018,774,1487,2103,2017,2690,3816,3904,2262,448,21837,1117,989,1021,653,1156,1732,2197,2498,3915,4008,1862,689
"3239900","32000US3239900","Reno","Reno, NV Metro Area; Nevada","nv","320","00","ACSSF","0003327",,,,,"32",,,,,,,,,,,,,,"39900",,,,,,,,,,,,,,,,,,,,,,,,,,,,460924,232199,14021,14104,14790,8681,20982,35446,28579,29894,30250,23123,9603,2726,228725,13431,13437,13979,7994,20168,33172,27864,29090,31010,23997,10740,3843
"3249080","32000US3249080","Winnemucca","Winnemucca, NV Micro Area; Nevada","nv","320","00","ACSSF","0003328",,,,,"32",,,,,,,,,,,,,,"49080",,,,,,,,,,,,,,,,,,,,,,,,,,,,16828,8680,584,456,843,350,532,1389,1096,1111,1161,803,301,54,8148,659,529,759,381,621,1082,1030,962,1024,698,330,73
"3313620","32000US3313620","Berlin","Berlin, NH Micro Area; New Hampshire","nh","320","00","ACSSF","0002070",,,,,"33",,,,,,,,,,,,,,"13620",,,,,,,,,,,,,,,,,,,,,,,,,,,,31741,16723,630,733,768,575,1288,2061,1920,2498,2760,2185,1065,240,15018,639,584,838,479,903,1404,1579,2089,2673,2033,1088,709
"3314460","32000US3314460","Boston-Cambridge-Newton","Boston-Cambridge-Newton, MA-NH Metro Area (part); New Hampshire","nh","320","00","ACSSF","0002071",,,,,"33",,,,,,,,,,,,,,"14460",,,,,,,,,,,,,,,,,,,,,,,,,,,,435483,215048,10277,11506,13084,8285,22081,27125,24839,32174,33139,20927,8829,2782,220435,9764,11590,11874,7994,21787,25599,25309,33327,34121,22754,11043,5273
"3318180","32000US3318180","Concord","Concord, NH Micro Area; New Hampshire","nh","320","00","ACSSF","0002072",,,,,"33",,,,,,,,,,,,,,"18180",,,,,,,,,,,,,,,,,,,,,,,,,,,,149917,73860,3614,4181,4122,2826,7276,9275,8818,10707,11285,7455,2949,1352,76057,3520,4066,3985,2735,6945,8687,8685,10926,11948,8191,3844,2525
"3328300","32000US3328300","Keene","Keene, NH Micro Area; New Hampshire","nh","320","00","ACSSF","0002073",,,,,"33",,,,,,,,,,,,,,"28300",,,,,,,,,,,,,,,,,,,,,,,,,,,,76042,37138,1737,1884,2067,1264,4382,4606,3897,4821,5742,4254,1697,787,38904,1721,1782,2059,1175,4780,4332,3913,5065,6096,4528,2275,1178
"3329060","32000US3329060","Laconia","Laconia, NH Micro Area; New Hampshire","nh","320","00","ACSSF","0002074",,,,,"33",,,,,,,,,,,,,,"29060",,,,,,,,,,,,,,,,,,,,,,,,,,,,60887,30002,1308,1459,1863,1157,2227,3232,3216,4226,5131,3920,1470,793,30885,1360,1243,2009,1000,2147,3091,3415,4328,5438,4015,2013,826
"3330100","32000US3330100","Lebanon","Lebanon, NH-VT Micro Area (part); New Hampshire","nh","320","00","ACSSF","0002075",,,,,"33",,,,,,,,,,,,,,"30100",,,,,,,,,,,,,,,,,,,,,,,,,,,,132881,65642,2906,3341,3221,2242,7693,8323,6634,8546,10214,7758,3584,1180,67239,2804,2844,3449,2070,7027,7684,7212,8857,10902,8185,4026,2179
"3331700","32000US3331700","Manchester-Nashua","Manchester-Nashua, NH Metro Area; New Hampshire","nh","320","00","ACSSF","0002076",,,,,"33",,,,,,,,,,,,,,"31700",,,,,,,,,,,,,,,,,,,,,,,,,,,,413035,205394,11130,11667,12928,8114,18801,28504,25372,30664,30044,17918,7549,2703,207641,10536,11034,12462,7693,17502,26981,25312,30885,30504,19410,10350,4972
"3410900","32000US3410900","Allentown-Bethlehem-Easton","Allentown-Bethlehem-Easton, PA-NJ Metro Area (part); New Jersey","nj","320","00","ACSSF","0010894",,,,,"34",,,,,,,,,,,,,,"10900",,,,,,,,,,,,,,,,,,,,,,,,,,,,105862,51835,2379,3003,3100,2272,4617,5988,5924,8154,8189,4996,2322,891,54027,2398,2739,3257,2030,4469,5524,6073,8523,8585,5470,3093,1866
"3412100","32000US3412100","Atlantic City-Hammonton","Atlantic City-Hammonton, NJ Metro Area; New Jersey","nj","320","00","ACSSF","0010895",,,,,"34",,,,,,,,,,,,,,"12100",,,,,,,,,,,,,,,,,,,,,,,,,,,,266105,128791,7518,7842,8470,5288,12276,15977,14345,17642,18817,12573,6170,1873,137314,7323,7492,8207,4945,12068,15728,15485,19482,20543,14284,7923,3834
"3435620","32000US3435620","New York-Newark-Jersey City","New York-Newark-Jersey City, NY-NJ-PA Metro Area (part); New Jersey","nj","320","00","ACSSF","0010896",,,,,"34",,,,,,,,,,,,,,"35620",,,,,,,,,,,,,,,,,,,,,,,,,,,,6587027,3215305,200347,202849,213423,130867,288109,430370,424654,456762,424436,265509,128228,49751,3371722,191910,197116,202483,125217,276452,419937,432146,479351,455574,313775,180220,97541
"3436140","32000US3436140","Ocean City","Ocean City, NJ Metro Area; New Jersey","nj","320","00","ACSSF","0010897",,,,,"34",,,,,,,,,,,,,,"36140",,,,,,,,,,,,,,,,,,,,,,,,,,,,93086,45495,2247,2195,2476,1488,3932,4751,4554,5716,7362,6432,3203,1139,47591,2003,2225,2274,1483,2955,4764,4406,5955,8241,7374,4005,1906
"3437980","32000US3437980","Philadelphia-Camden-Wilmington","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); New Jersey","nj","320","00","ACSSF","0010898",,,,,"34",,,,,,,,,,,,,,"37980",,,,,,,,,,,,,,,,,,,,,,,,,,,,1306595,636074,37111,40947,42091,26665,58329,84661,79421,89746,87616,54828,25538,9121,670521,35747,39096,40754,25367,53100,83021,83271,96387,94975,64812,35673,18318
"3445940","32000US3445940","Trenton-Princeton","Trenton-Princeton, NJ Metro Area; New Jersey","nj","320","00","ACSSF","0010899",,,,,"34",,,,,,,,,,,,,,"45940",,,,,,,,,,,,,,,,,,,,,,,,,,,,367922,179846,10655,10965,11508,7099,20510,23539,23578,25492,23175,14088,6776,2461,188076,10221,9933,11383,6940,21174,22079,23419,26383,24928,16795,8947,5874
"3447220","32000US3447220","Vineland-Bridgeton","Vineland-Bridgeton, NJ Metro Area; New Jersey","nj","320","00","ACSSF","0010900",,,,,"34",,,,,,,,,,,,,,"47220",,,,,,,,,,,,,,,,,,,,,,,,,,,,151906,77686,4949,5134,5251,3025,6616,12505,11067,10250,9025,5968,2919,977,74220,4716,4828,5379,2891,5996,9416,8985,9748,9449,7006,3812,1994
"3510460","32000US3510460","Alamogordo","Alamogordo, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004054",,,,,"35",,,,,,,,,,,,,,"10460",,,,,,,,,,,,,,,,,,,,,,,,,,,,66137,34214,2318,2452,1991,1198,4353,5365,3764,3538,3892,3101,1730,512,31923,2158,2085,2067,1177,2759,4359,3637,3611,4165,3297,2006,602
"3510740","32000US3510740","Albuquerque","Albuquerque, NM Metro Area; New Mexico","nm","320","00","ACSSF","0004055",,,,,"35",,,,,,,,,,,,,,"10740",,,,,,,,,,,,,,,,,,,,,,,,,,,,912108,448642,26589,28421,31361,18407,41652,66293,57656,55224,56939,41568,18986,5546,463466,25069,27343,29961,17347,39795,63861,57577,57493,63590,47516,23455,10459
"3516100","32000US3516100","Carlsbad-Artesia","Carlsbad-Artesia, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004056",,,,,"35",,,,,,,,,,,,,,"16100",,,,,,,,,,,,,,,,,,,,,,,,,,,,57732,29137,2151,1985,2481,1232,2652,4264,3640,3374,3571,2227,1144,416,28595,2084,2006,2097,1286,2513,3971,3398,3163,3610,2396,1272,799
"3517580","32000US3517580","Clovis","Clovis, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004057",,,,,"35",,,,,,,,,,,,,,"17580",,,,,,,,,,,,,,,,,,,,,,,,,,,,49732,25956,2126,1755,1984,1044,3695,4656,3147,2340,2539,1572,847,251,23776,1961,1861,1585,890,2297,3923,2719,2552,2567,1760,1128,533
"3519700","32000US3519700","Deming","Deming, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004058",,,,,"35",,,,,,,,,,,,,,"19700",,,,,,,,,,,,,,,,,,,,,,,,,,,,24083,12026,924,821,973,453,1206,1533,1177,1262,1322,1281,881,193,12057,865,779,1005,542,1132,1237,1206,1269,1438,1419,936,229
"3521580","32000US3521580","Española","Española, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004059",,,,,"35",,,,,,,,,,,,,,"21580",,,,,,,,,,,,,,,,,,,,,,,,,,,,39159,18819,992,1227,1230,802,1623,2235,2211,2369,2767,2074,941,348,20340,1565,1276,1363,756,1615,2223,2137,2511,2951,2208,1190,545
"3522140","32000US3522140","Farmington","Farmington, NM Metro Area; New Mexico","nm","320","00","ACSSF","0004060",,,,,"35",,,,,,,,,,,,,,"22140",,,,,,,,,,,,,,,,,,,,,,,,,,,,126515,62677,4410,4923,5157,2853,5539,8861,7832,7026,7993,4936,2241,906,63838,4225,4538,5033,2891,5380,8620,7781,7289,8135,5588,2959,1399
"3523700","32000US3523700","Gallup","Gallup, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004061",,,,,"35",,,,,,,,,,,,,,"23700",,,,,,,,,,,,,,,,,,,,,,,,,,,,72438,34986,2721,2984,3233,1734,3612,5257,4102,4004,3779,2190,894,476,37452,2675,2774,3165,1696,3636,5282,4300,4420,4454,2925,1571,554
"3524380","32000US3524380","Grants","Grants, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004062",,,,,"35",,,,,,,,,,,,,,"24380",,,,,,,,,,,,,,,,,,,,,,,,,,,,26891,13612,906,959,760,457,1238,2094,2005,1581,1734,1227,530,121,13279,870,834,929,655,1149,1698,1487,1480,1858,1290,660,369
"3526020","32000US3526020","Hobbs","Hobbs, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004063",,,,,"35",,,,,,,,,,,,,,"26020",,,,,,,,,,,,,,,,,,,,,,,,,,,,70277,36269,2839,2989,3411,1705,3722,5556,4593,4108,3852,2118,1045,331,34008,2683,3092,2823,1599,3234,4743,4283,3711,3564,2411,1300,565
"3529740","32000US3529740","Las Cruces","Las Cruces, NM Metro Area; New Mexico","nm","320","00","ACSSF","0004064",,,,,"35",,,,,,,,,,,,,,"29740",,,,,,,,,,,,,,,,,,,,,,,,,,,,216069,106056,7021,7426,8142,4622,15605,14521,11432,10764,11069,9179,4856,1419,110013,6992,7793,7249,4369,15892,13317,12129,11871,12815,9812,5937,1837
"3529780","32000US3529780","Las Vegas","Las Vegas, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004065",,,,,"35",,,,,,,,,,,,,,"29780",,,,,,,,,,,,,,,,,,,,,,,,,,,,32274,16026,717,688,1007,523,1794,1872,1550,1961,2680,1988,914,332,16248,764,796,623,689,1522,1717,1681,2022,2577,2288,1027,542
"3531060","32000US3531060","Los Alamos","Los Alamos, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004066",,,,,"35",,,,,,,,,,,,,,"31060",,,,,,,,,,,,,,,,,,,,,,,,,,,,18625,9463,574,572,720,358,548,1272,1087,1330,1448,940,457,157,9162,439,553,651,379,571,976,1167,1281,1439,963,477,266
"3538780","32000US3538780","Portales","Portales, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004067",,,,,"35",,,,,,,,,,,,,,"38780",,,,,,,,,,,,,,,,,,,,,,,,,,,,18888,9401,666,590,743,355,1752,1315,942,928,895,670,405,140,9487,662,770,452,368,1717,1138,947,974,1052,750,459,198
"3540740","32000US3540740","Roswell","Roswell, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004068",,,,,"35",,,,,,,,,,,,,,"40740",,,,,,,,,,,,,,,,,,,,,,,,,,,,65144,32537,2303,2428,2623,1749,3400,4203,3670,3670,3888,2700,1326,577,32607,2116,2694,2071,1455,2931,4151,3757,3885,4050,3007,1594,896
"3540760","32000US3540760","Ruidoso","Ruidoso, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004069",,,,,"35",,,,,,,,,,,,,,"40760",,,,,,,,,,,,,,,,,,,,,,,,,,,,19461,9554,488,416,660,306,646,905,914,1032,1553,1585,796,253,9907,426,521,463,301,558,923,975,1092,1807,1701,885,255
"3542140","32000US3542140","Santa Fe","Santa Fe, NM Metro Area; New Mexico","nm","320","00","ACSSF","0004070",,,,,"35",,,,,,,,,,,,,,"42140",,,,,,,,,,,,,,,,,,,,,,,,,,,,149293,72380,3354,4007,3939,2463,5625,8497,8566,9192,10953,10345,4160,1279,76913,3149,3582,4445,2551,5374,8250,8351,9756,12701,11917,4906,1931
"3543500","32000US3543500","Silver City","Silver City, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004071",,,,,"35",,,,,,,,,,,,,,"43500",,,,,,,,,,,,,,,,,,,,,,,,,,,,27669,13652,786,791,846,529,1106,1310,1469,1332,1887,2173,1095,328,14017,693,676,791,466,1040,1554,1396,1482,2168,2122,1036,593
"3545340","32000US3545340","Taos","Taos, NM Micro Area; New Mexico","nm","320","00","ACSSF","0004072",,,,,"35",,,,,,,,,,,,,,"45340",,,,,,,,,,,,,,,,,,,,,,,,,,,,32786,16137,710,812,932,543,1447,1352,1834,2007,2688,2399,1183,230,16649,753,965,694,506,1090,1602,1718,2077,2776,2695,1391,382
"3610580","32000US3610580","Albany-Schenectady-Troy","Albany-Schenectady-Troy, NY Metro Area; New York","ny","320","00","ACSSF","0026376",,,,,"36",,,,,,,,,,,,,,"10580",,,,,,,,,,,,,,,,,,,,,,,,,,,,880736,431481,23578,24791,24578,15900,49994,57464,51456,58382,59570,40796,17884,7088,449255,22363,23004,23710,15563,48608,55271,52781,60814,63112,46117,24410,13502
"3611220","32000US3611220","Amsterdam","Amsterdam, NY Micro Area; New York","ny","320","00","ACSSF","0026377",,,,,"36",,,,,,,,,,,,,,"11220",,,,,,,,,,,,,,,,,,,,,,,,,,,,49302,24255,1543,1692,1450,1126,1943,3098,2789,3124,3461,2451,1078,500,25047,1564,1489,1531,911,1854,3128,2810,3219,3550,2567,1480,944
"3612180","32000US3612180","Auburn","Auburn, NY Micro Area; New York","ny","320","00","ACSSF","0026378",,,,,"36",,,,,,,,,,,,,,"12180",,,,,,,,,,,,,,,,,,,,,,,,,,,,77425,39757,2044,2172,2300,1509,3454,5230,4878,5628,5989,4061,1811,681,37668,1846,2080,2057,1386,3141,4210,4201,5063,6025,4174,2106,1379
"3612860","32000US3612860","Batavia","Batavia, NY Micro Area; New York","ny","320","00","ACSSF","0026379",,,,,"36",,,,,,,,,,,,,,"12860",,,,,,,,,,,,,,,,,,,,,,,,,,,,57808,28941,1481,1513,1851,1079,2341,4067,3247,4080,4517,2803,1342,620,28867,1486,1857,1459,1031,2376,3286,3059,4101,4384,2981,1937,910
"3613780","32000US3613780","Binghamton","Binghamton, NY Metro Area; New York","ny","320","00","ACSSF","0026380",,,,,"36",,,,,,,,,,,,,,"13780",,,,,,,,,,,,,,,,,,,,,,,,,,,,241874,119221,6476,7128,6619,4518,16115,13649,12450,14778,17428,11568,6330,2162,122653,6104,6196,6595,4263,15100,12967,12812,15119,17846,12849,8066,4736
