Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A02002_001,SE_A02002_002,SE_A02002_003,SE_A02002_004,SE_A02002_005,SE_A02002_006,SE_A02002_007,SE_A02002_008,SE_A02002_009,SE_A02002_010,SE_A02002_011,SE_A02002_012,SE_A02002_013,SE_A02002_014,SE_A02002_015,SE_A02002_016,SE_A02002_017,SE_A02002_018,SE_A02002_019,SE_A02002_020,SE_A02002_021,SE_A02002_022,SE_A02002_023,SE_A02002_024,SE_A02002_025,SE_A02002_026,SE_A02002_027
"1347580","32000US1347580","Warner Robins","Warner Robins, GA Metro Area; Georgia","ga","320","00","ACSSF","0011253",,,,,"13",,,,,,,,,,,,,,"47580",,,,,,,,,,,,,,,,,,,,,,,,,,,,180652,87639,5976,6614,6513,4123,8809,12640,11017,11203,10664,6233,2950,897,93013,5799,6029,6678,3406,8562,13282,12364,12109,11594,7526,3903,1761
"1348180","32000US1348180","Waycross","Waycross, GA Micro Area; Georgia","ga","320","00","ACSSF","0011254",,,,,"13",,,,,,,,,,,,,,"48180",,,,,,,,,,,,,,,,,,,,,,,,,,,,54843,27620,1778,2404,1597,1118,2163,3826,3451,3896,3412,2475,1169,331,27223,1725,1604,1819,1168,2027,3245,3272,3473,3623,2867,1750,650
"1525900","32000US1525900","Hilo","Hilo, HI Micro Area; Hawaii","hi","320","00","ACSSF","0002218",,,,,"15",,,,,,,,,,,,,,"25900",,,,,,,,,,,,,,,,,,,,,,,,,,,,199459,99002,6102,6249,6300,3538,7232,11836,11644,11593,14945,13011,4819,1733,100457,5797,6105,5792,3358,7309,12004,11736,11908,15739,12454,5418,2837
"1527980","32000US1527980","Kahului-Wailuku-Lahaina","Kahului-Wailuku-Lahaina, HI Metro Area; Hawaii","hi","320","00","ACSSF","0002219",,,,,"15",,,,,,,,,,,,,,"27980",,,,,,,,,,,,,,,,,,,,,,,,,,,,165979,82633,5169,5385,5208,2994,5784,10358,11242,11058,11785,8903,3617,1130,83346,4738,5338,4514,3072,5660,10601,10960,11000,12018,9073,4198,2174
"1528180","32000US1528180","Kapaa","Kapaa, HI Micro Area; Hawaii","hi","320","00","ACSSF","0002220",,,,,"15",,,,,,,,,,,,,,"28180",,,,,,,,,,,,,,,,,,,,,,,,,,,,71769,35529,2193,2401,2229,1283,2501,4423,4419,4596,5112,4161,1660,551,36240,2147,2297,1997,1208,2461,4353,4379,4621,5290,4217,2199,1071
"1546520","32000US1546520","Urban Honolulu","Urban Honolulu, HI Metro Area; Hawaii","hi","320","00","ACSSF","0002221",,,,,"15",,,,,,,,,,,,,,"46520",,,,,,,,,,,,,,,,,,,,,,,,,,,,984821,496066,32366,29360,29459,16328,52503,79929,63558,59820,57520,43546,21702,9975,488755,30329,27717,28116,15548,40998,70798,61029,59417,59657,48553,27557,19036
"1613940","32000US1613940","Blackfoot","Blackfoot, ID Micro Area; Idaho","id","320","00","ACSSF","0002502",,,,,"16",,,,,,,,,,,,,,"13940",,,,,,,,,,,,,,,,,,,,,,,,,,,,45839,22914,1718,2140,2168,1158,2074,2620,2741,2543,2755,1850,840,307,22925,1772,2150,1886,1223,2007,2670,2771,2462,2686,1918,958,422
"1614260","32000US1614260","Boise City","Boise City, ID Metro Area; Idaho","id","320","00","ACSSF","0002503",,,,,"16",,,,,,,,,,,,,,"14260",,,,,,,,,,,,,,,,,,,,,,,,,,,,710743,354905,22907,24899,28144,16370,32741,49609,48166,44853,40809,29573,13157,3677,355838,22200,24126,26828,15412,30121,48511,47276,44102,43119,32518,15255,6370
"1615420","32000US1615420","Burley","Burley, ID Micro Area; Idaho","id","320","00","ACSSF","0002504",,,,,"16",,,,,,,,,,,,,,"15420",,,,,,,,,,,,,,,,,,,,,,,,,,,,44395,22392,1747,2105,1860,1187,2081,2754,2629,2369,2600,1824,919,317,22003,1781,1983,1788,1063,1866,2548,2733,2202,2564,1910,1007,558
"1617660","32000US1617660","Coeur d'Alene","Coeur d'Alene, ID Metro Area; Idaho","id","320","00","ACSSF","0002505",,,,,"16",,,,,,,,,,,,,,"17660",,,,,,,,,,,,,,,,,,,,,,,,,,,,157322,77730,4746,5522,5155,3248,6319,9802,9636,9419,10294,8346,4177,1066,79592,4663,5409,4386,3057,5820,10173,9513,9851,11227,9194,4553,1746
"1625200","32000US1625200","Hailey","Hailey, ID Micro Area; Idaho","id","320","00","ACSSF","0002506",,,,,"16",,,,,,,,,,,,,,"25200",,,,,,,,,,,,,,,,,,,,,,,,,,,,23421,12018,642,552,1008,650,906,1250,1461,1575,1909,1324,498,243,11403,597,874,586,325,690,1191,1393,1612,2026,1369,545,195
"1626820","32000US1626820","Idaho Falls","Idaho Falls, ID Metro Area; Idaho","id","320","00","ACSSF","0002507",,,,,"16",,,,,,,,,,,,,,"26820",,,,,,,,,,,,,,,,,,,,,,,,,,,,145507,73207,6491,6819,6447,3739,6400,9679,9339,7689,7958,5343,2547,756,72300,5803,6194,6550,3560,5875,9776,9205,7483,7902,5770,2883,1299
"1627220","32000US1627220","Jackson","Jackson, WY-ID Micro Area (part); Idaho","id","320","00","ACSSF","0002508",,,,,"16",,,,,,,,,,,,,,"27220",,,,,,,,,,,,,,,,,,,,,,,,,,,,11426,5972,359,499,416,199,523,673,1062,778,805,478,80,100,5454,368,467,334,239,320,801,851,748,740,397,165,24
"1630300","32000US1630300","Lewiston","Lewiston, ID-WA Metro Area (part); Idaho","id","320","00","ACSSF","0002509",,,,,"16",,,,,,,,,,,,,,"30300",,,,,,,,,,,,,,,,,,,,,,,,,,,,40217,19834,1170,1179,1216,732,1901,2473,2503,2295,2771,2054,1196,344,20383,1198,1201,1110,734,1762,2666,2229,2384,2813,2233,1133,920
"1630860","32000US1630860","Logan","Logan, UT-ID Metro Area (part); Idaho","id","320","00","ACSSF","0002510",,,,,"16",,,,,,,,,,,,,,"30860",,,,,,,,,,,,,,,,,,,,,,,,,,,,13464,6915,537,587,782,424,605,727,882,655,797,514,318,87,6549,480,528,648,391,535,747,854,693,733,518,332,90
"1634140","32000US1634140","Moscow","Moscow, ID Micro Area; Idaho","id","320","00","ACSSF","0002511",,,,,"16",,,,,,,,,,,,,,"34140",,,,,,,,,,,,,,,,,,,,,,,,,,,,39505,20254,1002,1049,1130,582,5141,2997,1922,1844,2084,1610,684,209,19251,1015,957,1031,615,4666,2485,1800,1892,2144,1566,793,287
"1634300","32000US1634300","Mountain Home","Mountain Home, ID Micro Area; Idaho","id","320","00","ACSSF","0002512",,,,,"16",,,,,,,,,,,,,,"34300",,,,,,,,,,,,,,,,,,,,,,,,,,,,26743,14059,1075,1202,655,515,1985,2480,1478,1508,1425,1090,459,187,12684,1038,1104,676,446,1283,1985,1299,1496,1613,1008,606,130
"1636620","32000US1636620","Ontario","Ontario, OR-ID Micro Area (part); Idaho","id","320","00","ACSSF","0002513",,,,,"16",,,,,,,,,,,,,,"36620",,,,,,,,,,,,,,,,,,,,,,,,,,,,23260,11544,787,890,988,498,938,1185,1191,1637,1417,1186,716,111,11716,734,949,836,493,881,1157,1601,1415,1503,1169,787,191
"1638540","32000US1638540","Pocatello","Pocatello, ID Metro Area; Idaho","id","320","00","ACSSF","0002514",,,,,"16",,,,,,,,,,,,,,"38540",,,,,,,,,,,,,,,,,,,,,,,,,,,,93436,46608,3345,3473,3687,2179,4667,7013,6054,4719,5340,3919,1757,455,46828,3441,3392,3401,1994,4628,6726,5790,4928,5639,3989,1952,948
"1639940","32000US1639940","Rexburg","Rexburg, ID Micro Area; Idaho","id","320","00","ACSSF","0002515",,,,,"16",,,,,,,,,,,,,,"39940",,,,,,,,,,,,,,,,,,,,,,,,,,,,52120,26633,2446,1797,1905,1186,6417,4236,2367,1980,1989,1385,640,285,25487,2231,1722,1678,1146,6835,3266,2237,1924,1954,1409,748,337
"1641760","32000US1641760","Sandpoint","Sandpoint, ID Micro Area; Idaho","id","320","00","ACSSF","0002516",,,,,"16",,,,,,,,,,,,,,"41760",,,,,,,,,,,,,,,,,,,,,,,,,,,,43611,21751,1019,1300,1277,800,1412,2020,2347,2621,3707,3496,1513,239,21860,1106,1124,1267,820,1225,2068,2501,2677,3959,3189,1345,579
"1646300","32000US1646300","Twin Falls","Twin Falls, ID Metro Area; Idaho","id","320","00","ACSSF","0002517",,,,,"16",,,,,,,,,,,,,,"46300",,,,,,,,,,,,,,,,,,,,,,,,,,,,108599,53777,4201,4517,4502,2205,4721,7437,6917,5962,6041,4348,2213,713,54822,4104,4082,4666,2574,4585,7682,6545,5713,6367,4682,2762,1060
"1714010","32000US1714010","Bloomington","Bloomington, IL Metro Area; Illinois","il","320","00","ACSSF","0021555",,,,,"17",,,,,,,,,,,,,,"14010",,,,,,,,,,,,,,,,,,,,,,,,,,,,172578,83872,5099,5479,5036,3282,14370,11206,10374,9784,9538,6137,2628,939,88706,5182,5493,4774,3006,16026,11210,10325,10166,10279,6695,3401,2149
"1715460","32000US1715460","Burlington","Burlington, IA-IL Micro Area (part); Illinois","il","320","00","ACSSF","0021556",,,,,"17",,,,,,,,,,,,,,"15460",,,,,,,,,,,,,,,,,,,,,,,,,,,,6809,3356,170,105,253,117,239,325,323,437,600,463,264,60,3453,158,177,161,117,236,315,322,468,598,443,337,121
"1716020","32000US1716020","Cape Girardeau","Cape Girardeau, MO-IL Metro Area (part); Illinois","il","320","00","ACSSF","0021557",,,,,"17",,,,,,,,,,,,,,"16020",,,,,,,,,,,,,,,,,,,,,,,,,,,,6260,2991,231,192,211,69,203,305,291,396,499,400,164,30,3269,186,189,279,100,103,410,334,424,506,439,212,87
"1716060","32000US1716060","Carbondale-Marion","Carbondale-Marion, IL Metro Area; Illinois","il","320","00","ACSSF","0021558",,,,,"17",,,,,,,,,,,,,,"16060",,,,,,,,,,,,,,,,,,,,,,,,,,,,137573,69075,3926,3834,3879,2264,9454,9941,8359,8225,8636,6475,3068,1014,68498,3705,3483,4055,2446,8692,8608,7588,7907,8854,7260,4000,1900
"1716460","32000US1716460","Centralia","Centralia, IL Micro Area; Illinois","il","320","00","ACSSF","0021559",,,,,"17",,,,,,,,,,,,,,"16460",,,,,,,,,,,,,,,,,,,,,,,,,,,,37743,18613,1294,1345,1172,678,1458,2258,2202,2323,2603,1927,1005,348,19130,1129,1232,1078,747,1374,2234,2132,2364,2832,2122,1149,737
"1716580","32000US1716580","Champaign-Urbana","Champaign-Urbana, IL Metro Area; Illinois","il","320","00","ACSSF","0021560",,,,,"17",,,,,,,,,,,,,,"16580",,,,,,,,,,,,,,,,,,,,,,,,,,,,226323,112703,6387,6156,5732,3736,25982,16636,12427,10996,11768,7931,3490,1462,113620,6127,5702,5870,3571,23512,15622,12504,11593,12909,8904,4666,2640
"1716660","32000US1716660","Charleston-Mattoon","Charleston-Mattoon, IL Micro Area; Illinois","il","320","00","ACSSF","0021561",,,,,"17",,,,,,,,,,,,,,"16660",,,,,,,,,,,,,,,,,,,,,,,,,,,,62189,30353,1537,1674,1812,1000,4667,4049,3474,3421,4058,2804,1366,491,31836,1525,1509,1773,906,5210,4042,3243,3540,4160,3069,1812,1047
"1716980","32000US1716980","Chicago-Naperville-Elgin","Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Illinois","il","320","00","ACSSF","0021562",,,,,"17",,,,,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,,,,,,,,8638299,4228697,269238,274821,291381,176642,400817,632477,573096,566234,523021,323484,146893,50593,4409602,257960,264458,280681,171092,389924,627182,581100,585770,563204,379918,205582,102731
"1719180","32000US1719180","Danville","Danville, IL Metro Area; Illinois","il","320","00","ACSSF","0021563",,,,,"17",,,,,,,,,,,,,,"19180",,,,,,,,,,,,,,,,,,,,,,,,,,,,77563,38565,2529,2843,2463,1584,3357,4713,4655,4624,5302,3843,1958,694,38998,2530,2280,2669,1540,2943,4456,4231,4787,5527,4352,2540,1143
"1719340","32000US1719340","Davenport-Moline-Rock Island","Davenport-Moline-Rock Island, IA-IL Metro Area (part); Illinois","il","320","00","ACSSF","0021564",,,,,"17",,,,,,,,,,,,,,"19340",,,,,,,,,,,,,,,,,,,,,,,,,,,,208729,103226,6440,6259,7012,4158,8959,12535,12696,12786,14359,10704,5606,1712,105503,6063,6143,6538,3902,8415,12107,12135,12836,15046,11721,7009,3588
"1719500","32000US1719500","Decatur","Decatur, IL Metro Area; Illinois","il","320","00","ACSSF","0021565",,,,,"17",,,,,,,,,,,,,,"19500",,,,,,,,,,,,,,,,,,,,,,,,,,,,105528,50585,3384,3365,3293,1997,4517,6045,5764,6039,7252,5269,2722,938,54943,3119,3215,3136,2011,4790,6428,6376,6513,7791,6021,3684,1859
"1719940","32000US1719940","Dixon","Dixon, IL Micro Area; Illinois","il","320","00","ACSSF","0021566",,,,,"17",,,,,,,,,,,,,,"19940",,,,,,,,,,,,,,,,,,,,,,,,,,,,34389,18299,824,1204,793,650,1412,2488,2534,2543,2796,1832,972,251,16090,893,940,941,567,1187,1750,1796,2170,2390,1795,1044,617
"1720820","32000US1720820","Effingham","Effingham, IL Micro Area; Illinois","il","320","00","ACSSF","0021567",,,,,"17",,,,,,,,,,,,,,"20820",,,,,,,,,,,,,,,,,,,,,,,,,,,,34137,16958,1164,1113,1178,678,1389,2383,1999,2102,2418,1512,792,230,17179,1097,1029,1180,655,1275,2141,1914,2098,2473,1655,1004,658
"1722800","32000US1722800","Fort Madison-Keokuk","Fort Madison-Keokuk, IA-IL-MO Micro Area (part); Illinois","il","320","00","ACSSF","0021568",,,,,"17",,,,,,,,,,,,,,"22800",,,,,,,,,,,,,,,,,,,,,,,,,,,,17983,8975,497,606,540,365,687,938,983,1135,1403,1025,580,216,9008,469,449,543,321,552,906,948,1145,1394,1183,644,454
"1723300","32000US1723300","Freeport","Freeport, IL Micro Area; Illinois","il","320","00","ACSSF","0021569",,,,,"17",,,,,,,,,,,,,,"23300",,,,,,,,,,,,,,,,,,,,,,,,,,,,45093,21808,1284,1459,1265,907,1651,2416,2222,2872,3356,2483,1355,538,23285,1255,1504,1258,806,1689,2161,2537,2936,3556,2781,1844,958
"1723660","32000US1723660","Galesburg","Galesburg, IL Micro Area; Illinois","il","320","00","ACSSF","0021570",,,,,"17",,,,,,,,,,,,,,"23660",,,,,,,,,,,,,,,,,,,,,,,,,,,,50508,25586,1566,1317,1485,901,2762,3063,3151,3167,3504,2764,1513,393,24922,1235,1244,1473,770,2583,2399,2734,2957,3669,3094,1735,1029
"1727300","32000US1727300","Jacksonville","Jacksonville, IL Micro Area; Illinois","il","320","00","ACSSF","0021571",,,,,"17",,,,,,,,,,,,,,"27300",,,,,,,,,,,,,,,,,,,,,,,,,,,,39252,19611,1027,1057,1054,655,2335,2471,2466,2462,2716,1996,1066,306,19641,1008,1193,981,609,1987,2267,2069,2385,2811,2197,1301,833
"1728100","32000US1728100","Kankakee","Kankakee, IL Metro Area; Illinois","il","320","00","ACSSF","0021572",,,,,"17",,,,,,,,,,,,,,"28100",,,,,,,,,,,,,,,,,,,,,,,,,,,,110637,54462,3325,3501,3849,2418,6117,6813,6387,6819,7131,4746,2291,1065,56175,3208,3566,3389,2253,6129,6685,6646,7048,7345,5384,2931,1591
"1730660","32000US1730660","Lincoln","Lincoln, IL Micro Area; Illinois","il","320","00","ACSSF","0021573",,,,,"17",,,,,,,,,,,,,,"30660",,,,,,,,,,,,,,,,,,,,,,,,,,,,29003,14298,828,757,748,544,1493,1834,1978,1884,1984,1282,616,350,14705,725,718,784,503,1530,2010,1721,1716,2022,1477,749,750
"1731380","32000US1731380","Macomb","Macomb, IL Micro Area; Illinois","il","320","00","ACSSF","0021574",,,,,"17",,,,,,,,,,,,,,"31380",,,,,,,,,,,,,,,,,,,,,,,,,,,,30479,14845,673,738,897,400,3442,1896,1371,1387,1764,1409,645,223,15634,688,591,824,412,3590,1680,1455,1581,1856,1464,819,674
"1734500","32000US1734500","Mount Vernon","Mount Vernon, IL Micro Area; Illinois","il","320","00","ACSSF","0021575",,,,,"17",,,,,,,,,,,,,,"34500",,,,,,,,,,,,,,,,,,,,,,,,,,,,37985,19500,1239,1265,1037,715,1730,2581,2512,2678,2551,1955,985,252,18485,1164,1230,1080,712,1341,2066,2143,2296,2571,2100,1125,657
"1736837","32000US1736837","Ottawa","Ottawa, IL Micro Area; Illinois","il","320","00","ACSSF","0021576",,,,,"17",,,,,,,,,,,,,,"36837",,,,,,,,,,,,,,,,,,,,,,,,,,,,148580,74541,4178,4327,4803,3049,6156,9255,8940,9944,11067,7601,3682,1539,74039,3862,4195,4529,2982,5409,8313,8182,9630,11029,8117,5225,2566
"1737140","32000US1737140","Paducah","Paducah, KY-IL Micro Area (part); Illinois","il","320","00","ACSSF","0021577",,,,,"17",,,,,,,,,,,,,,"37140",,,,,,,,,,,,,,,,,,,,,,,,,,,,14219,6714,388,516,344,247,511,732,823,913,972,716,451,101,7505,403,712,325,269,483,739,909,917,1054,841,580,273
"1737900","32000US1737900","Peoria","Peoria, IL Metro Area; Illinois","il","320","00","ACSSF","0021578",,,,,"17",,,,,,,,,,,,,,"37900",,,,,,,,,,,,,,,,,,,,,,,,,,,,406883,200311,13183,13189,13544,8136,16835,26225,25454,25489,26605,18897,9439,3315,206572,12274,12870,12910,7684,16286,25306,24758,25636,28429,21295,11973,7151
"1738700","32000US1738700","Pontiac","Pontiac, IL Micro Area; Illinois","il","320","00","ACSSF","0021579",,,,,"17",,,,,,,,,,,,,,"38700",,,,,,,,,,,,,,,,,,,,,,,,,,,,36040,18429,972,1053,1260,778,1490,2429,2272,2452,2744,1750,878,351,17611,983,869,1157,690,1354,1929,1914,2258,2618,1903,1118,818
"1739500","32000US1739500","Quincy","Quincy, IL-MO Micro Area (part); Illinois","il","320","00","ACSSF","0021580",,,,,"17",,,,,,,,,,,,,,"39500",,,,,,,,,,,,,,,,,,,,,,,,,,,,66085,32276,2060,2296,2052,1194,2470,4033,3822,3999,4495,3185,2164,506,33809,2005,2179,2005,1130,2569,4027,3835,4106,4622,3668,2324,1339
"1740300","32000US1740300","Rochelle","Rochelle, IL Micro Area; Illinois","il","320","00","ACSSF","0021581",,,,,"17",,,,,,,,,,,,,,"40300",,,,,,,,,,,,,,,,,,,,,,,,,,,,51025,25310,1447,1555,1794,1111,2012,2860,3057,3550,3688,2566,1139,531,25715,1298,1492,1761,1102,1884,2858,3052,3489,3739,2681,1430,929
"1740420","32000US1740420","Rockford","Rockford, IL Metro Area; Illinois","il","320","00","ACSSF","0021582",,,,,"17",,,,,,,,,,,,,,"40420",,,,,,,,,,,,,,,,,,,,,,,,,,,,338356,165831,10751,10890,12213,7481,14552,20429,19809,22231,22323,15426,7540,2186,172525,10240,10435,11502,7092,14210,20919,20518,22920,23055,17519,8806,5309
"1741180","32000US1741180","St. Louis","St. Louis, MO-IL Metro Area (part); Illinois","il","320","00","ACSSF","0021583",,,,,"17",,,,,,,,,,,,,,"41180",,,,,,,,,,,,,,,,,,,,,,,,,,,,687735,336428,20823,22282,22653,13898,28909,44092,41854,44593,48005,29842,14140,5337,351307,19344,20001,22117,12890,27905,44470,43190,46507,50375,34306,20322,9880
"1744100","32000US1744100","Springfield","Springfield, IL Metro Area; Illinois","il","320","00","ACSSF","0021584",,,,,"17",,,,,,,,,,,,,,"44100",,,,,,,,,,,,,,,,,,,,,,,,,,,,209167,100527,6213,6798,6669,4255,8550,12640,12414,13350,14166,9656,4491,1325,108640,5849,6546,6485,4066,8429,13628,13110,14112,15553,11531,6280,3051
"1744580","32000US1744580","Sterling","Sterling, IL Micro Area; Illinois","il","320","00","ACSSF","0021585",,,,,"17",,,,,,,,,,,,,,"44580",,,,,,,,,,,,,,,,,,,,,,,,,,,,56016,27705,1596,1659,1934,1174,2214,3040,3228,3611,4111,2966,1436,736,28311,1591,1627,1829,1066,2038,3053,3165,3555,4154,3237,1941,1055
"1745380","32000US1745380","Taylorville","Taylorville, IL Micro Area; Illinois","il","320","00","ACSSF","0021586",,,,,"17",,,,,,,,,,,,,,"45380",,,,,,,,,,,,,,,,,,,,,,,,,,,,32931,16644,845,1006,952,629,1335,2118,2182,2346,2464,1562,828,377,16287,884,967,905,558,1175,1774,1900,2130,2387,1795,1194,618
"1811420","32000US1811420","Angola","Angola, IN Micro Area; Indiana","in","320","00","ACSSF","0010966",,,,,"18",,,,,,,,,,,,,,"11420",,,,,,,,,,,,,,,,,,,,,,,,,,,,34453,17548,988,922,1114,643,2117,1862,1812,2306,2605,2019,887,273,16905,893,923,915,671,1508,1712,1771,2381,2564,2090,1016,461
"1812140","32000US1812140","Auburn","Auburn, IN Micro Area; Indiana","in","320","00","ACSSF","0010967",,,,,"18",,,,,,,,,,,,,,"12140",,,,,,,,,,,,,,,,,,,,,,,,,,,,42927,21411,1355,1402,1728,929,1877,2673,2584,2927,2904,1945,804,283,21516,1338,1547,1322,851,1629,2596,2582,2924,2981,2083,1046,617
"1813260","32000US1813260","Bedford","Bedford, IN Micro Area; Indiana","in","320","00","ACSSF","0010968",,,,,"18",,,,,,,,,,,,,,"13260",,,,,,,,,,,,,,,,,,,,,,,,,,,,45548,22485,1300,1483,1470,928,1799,2612,2628,3109,3155,2505,1052,444,23063,1169,1473,1279,887,1597,2484,2777,3129,3263,2704,1696,605
"1814020","32000US1814020","Bloomington","Bloomington, IN Metro Area; Indiana","in","320","00","ACSSF","0010969",,,,,"18",,,,,,,,,,,,,,"14020",,,,,,,,,,,,,,,,,,,,,,,,,,,,167296,83482,3812,3878,3926,2524,20340,12268,8938,8706,9071,6305,2645,1069,83814,3730,3735,3518,2405,19973,11081,8633,8720,9625,7043,3452,1899
"1816980","32000US1816980","Chicago-Naperville-Elgin","Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Indiana","in","320","00","ACSSF","0010970",,,,,"18",,,,,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,,,,,,,,701782,342116,21140,22306,24649,15358,31970,42220,43610,44097,47029,31034,13801,4902,359666,20055,22214,22832,14761,30550,42966,45425,46557,50617,35100,19124,9465
"1817140","32000US1817140","Cincinnati","Cincinnati, OH-KY-IN Metro Area (part); Indiana","in","320","00","ACSSF","0010971",,,,,"18",,,,,,,,,,,,,,"17140",,,,,,,,,,,,,,,,,,,,,,,,,,,,85240,42290,2244,2963,2697,1878,3470,4593,4966,6198,6375,4366,2068,472,42950,2369,2468,2996,1740,3183,4613,5010,6045,6447,4536,2600,943
"1818020","32000US1818020","Columbus","Columbus, IN Metro Area; Indiana","in","320","00","ACSSF","0010972",,,,,"18",,,,,,,,,,,,,,"18020",,,,,,,,,,,,,,,,,,,,,,,,,,,,82481,41170,2846,2777,2774,1560,3683,6204,5353,5374,4801,3507,1877,414,41311,2621,2993,2485,1715,3041,5517,5231,5053,5219,4158,2219,1059
"1818220","32000US1818220","Connersville","Connersville, IN Micro Area; Indiana","in","320","00","ACSSF","0010973",,,,,"18",,,,,,,,,,,,,,"18220",,,,,,,,,,,,,,,,,,,,,,,,,,,,23194,11402,608,744,752,506,985,1227,1394,1560,1562,1246,564,254,11792,599,653,773,494,858,1216,1438,1554,1719,1366,775,347
"1818820","32000US1818820","Crawfordsville","Crawfordsville, IN Micro Area; Indiana","in","320","00","ACSSF","0010974",,,,,"18",,,,,,,,,,,,,,"18820",,,,,,,,,,,,,,,,,,,,,,,,,,,,38287,19388,1166,1171,1324,776,2164,2270,2234,2585,2704,1718,1028,248,18899,1096,1228,1186,738,1418,2180,2069,2466,2702,2053,1375,388
"1819540","32000US1819540","Decatur","Decatur, IN Micro Area; Indiana","in","320","00","ACSSF","0010975",,,,,"18",,,,,,,,,,,,,,"19540",,,,,,,,,,,,,,,,,,,,,,,,,,,,35376,17650,1763,1748,1402,850,1618,2089,1829,2000,2016,1348,696,291,17726,1606,1371,1533,816,1429,1987,1885,1910,2172,1521,927,569
"1821140","32000US1821140","Elkhart-Goshen","Elkhart-Goshen, IN Metro Area; Indiana","in","320","00","ACSSF","0010976",,,,,"18",,,,,,,,,,,,,,"21140",,,,,,,,,,,,,,,,,,,,,,,,,,,,204558,101223,7895,7726,8418,4858,9450,13082,12347,12771,11830,7868,3584,1394,103335,7580,7051,8555,4641,8699,12887,12516,12660,12349,8863,4844,2690
"1821780","32000US1821780","Evansville","Evansville, IN-KY Metro Area (part); Indiana","in","320","00","ACSSF","0010977",,,,,"18",,,,,,,,,,,,,,"21780",,,,,,,,,,,,,,,,,,,,,,,,,,,,269131,131044,7948,8740,8381,5349,11847,17752,16029,16752,18638,12031,5764,1813,138087,7899,8303,8400,4996,12394,17738,16371,17025,19555,13641,7555,4210
"1823060","32000US1823060","Fort Wayne","Fort Wayne, IN Metro Area; Indiana","in","320","00","ACSSF","0010978",,,,,"18",,,,,,,,,,,,,,"23060",,,,,,,,,,,,,,,,,,,,,,,,,,,,406305,198843,14617,14395,15221,8899,18479,27232,24642,24905,24736,16281,7134,2302,207462,13657,14555,13983,8778,18054,27911,25442,25541,26364,18542,9554,5081
"1823140","32000US1823140","Frankfort","Frankfort, IN Micro Area; Indiana","in","320","00","ACSSF","0010979",,,,,"18",,,,,,,,,,,,,,"23140",,,,,,,,,,,,,,,,,,,,,,,,,,,,32273,16067,1123,1289,1181,747,1397,1952,1926,2028,2130,1363,696,235,16206,1106,1284,1042,688,1258,1913,1884,1963,2148,1432,985,503
"1824700","32000US1824700","Greensburg","Greensburg, IN Micro Area; Indiana","in","320","00","ACSSF","0010980",,,,,"18",,,,,,,,,,,,,,"24700",,,,,,,,,,,,,,,,,,,,,,,,,,,,26562,13182,879,889,893,603,1204,1658,1570,1748,1780,1198,647,113,13380,849,888,817,624,1055,1581,1537,1787,1816,1294,836,296
"1826540","32000US1826540","Huntington","Huntington, IN Micro Area; Indiana","in","320","00","ACSSF","0010981",,,,,"18",,,,,,,,,,,,,,"26540",,,,,,,,,,,,,,,,,,,,,,,,,,,,36359,17919,996,1123,1137,698,1778,2274,2220,2373,2659,1621,783,257,18440,1042,1008,1168,659,1731,2133,2104,2430,2698,1797,1194,476
"1826900","32000US1826900","Indianapolis-Carmel-Anderson","Indianapolis-Carmel-Anderson, IN Metro Area; Indiana","in","320","00","ACSSF","0010982",,,,,"18",,,,,,,,,,,,,,"26900",,,,,,,,,,,,,,,,,,,,,,,,,,,,2029472,991392,69509,71329,73815,42760,89880,142152,132956,130976,120443,74376,32272,10924,1038080,66178,67968,69834,41541,88647,148443,135926,135744,130011,87231,45006,21551
"1827540","32000US1827540","Jasper","Jasper, IN Micro Area; Indiana","in","320","00","ACSSF","0010983",,,,,"18",,,,,,,,,,,,,,"27540",,,,,,,,,,,,,,,,,,,,,,,,,,,,54921,27356,1826,1798,2064,1077,2180,3104,3259,3724,4088,2556,1274,406,27565,1700,1959,1704,1215,2067,2937,3189,3428,3994,2755,1955,662
