                2016                   0                   9                   3                   3                   2                  41                   1                   7                  26
                2016                   0                   9                   1                   1                   1                  67                   4                   2                  18
                2016                   7                   9                   3                   2                   2                  38                   4                   2                   9
                2016                   8                   9                   1                   3                   2                  76                   1                   5                  17
                2016                   3                   9                   1                   2                   1                  66                   1                   8                  11
                2016                   8                   9                   1                   3                   2                  84                   0                   5                   9
                2016                   0                   9                   2                   2                   1                  32                   0                   7                   8
                2016                   2                   9                   1                   2                   1                  46                   2                   1                   9
                2016                   0                   9                   3                   3                   1                  25                   0                   6                  98
                2016                   0                   9                   2                   1                   1                  67                   1                   5                  20
                2016                   8                   9                   5                   2                   1                  34                   2                   1                  21
                2016                   0                   9                   5                   3                   2                  29                   3                   7                   1
                2016                   3                   9                   6                   1                   2                  51                   7                   7                  11
                2016                   0                   9                   5                   3                   2                  39                   1                   4                  13
                2016                   7                   9                   3                   3                   2                  39                   2                   1                  12
                2016                   3                   9                   3                   1                   2                  51                   3                   2                  15
                2016                   4                   9                   4                   3                   2                  40                   3                   1                  20
                2016                   0                   9                   5                   1                   1                  32                   4                   1                  14
                2016                   3                   9                   3                   1                   1                  38                   1                   1                  19
                2016                   5                   9                   1                   1                   2                  79                   0                   5                  14
                2016                   8                   9                   1                   3                   1                  49                   0                   1                  24
                2016                   0                   9                   3                   1                   1                  22                   0                   2                  21
                2016                   3                   9                   1                   2                   1                  30                   0                   1                  22
                2016                   0                   9                   1                   1                   1                  47                   2                   1                  26
                2016                   7                   9                   1                   1                   1                  55                   1                   1                  22
                2016                   2                   9                   1                   1                   1                  30                   0                   1                  21
                2016                   2                   9                   3                   2                   1                  29                   0                   1                  23
                2016                   1                   9                   1                   1                   1                  37                   0                   1                  20
                2016                   0                   9                   1                   1                   2                  67                   0                   2                  13
                2016                   4                   9                   1                   3                   2                  38                   0                   1                  24
                2016                   3                   9                   1                   1                   2                  81                   0                   7                  98
                2016                   1                   9                   1                   2                   1                  35                   0                   2                  13
                2016                   2                   9                   2                   1                   1                  46                   1                   4                  26
                2016                   2                   9                   5                   1                   1                  37                   2                   1                  25
                2016                   8                   9                   4                   3                   1                  21                   0                   6                  20
                2016                   8                   9                   3                   1                   1                  43                   1                   2                  98
                2016                   6                   9                   4                   1                   2                  45                   2                   7                  26
                2016                   0                   9                   1                   1                   2                  76                   1                   5                  18
                2016                   6                   9                   2                   1                   1                  77                   8                   5                  20
                2016                   0                   9                   1                   1                   2                  61                   1                   1                  19
                2016                   0                   9                   4                   1                   2                  45                   2                   1                  18
                2016                   7                   9                   1                   1                   1                  47                   4                   1                  21
                2016                   4                   9                   2                   1                   1                  41                   1                   1                  26
                2016                   7                   9                   5                   2                   2                  19                   0                   6                  98
                2016                   2                   9                   9                   3                   1                  50                   3                   1                  20
                2016                   2                   9                   3                   3                   1                  25                   0                   1                  21
                2016                   2                   9                   2                   1                   1                  45                   2                   1                  26
