"SCH_YEAR_TO_GRADE_1997","PUBID","YSCH-5000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!RACE","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_SAMPLE_TYPE","KEY!RACE_ETHNICITY","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","VERSION_R16","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_LEFT_DATE","CVC_HS_LEFT_HGC","CVC_HS_LEFT_HGA"
10,6276,8,1,11,1981,1,186,15,32250,4,209,1,4,207,17,-2,4,230,217,18,-4,4,240,-3,4,253,15000,4,263,42500,4,276,429,11,0,267,11,12
9,6277,7,2,9,1982,1,175,14,25057,1,208,1,4,194,16,-4,1,227,206,17,-4,1,239,-4,1,252,38603,1,265,43250,1,276,429,18,4,258,12,12
9,6278,8,2,8,1983,3,165,13,43500,1,209,1,4,186,15,-4,1,230,-5,-5,-5,-5,-5,-4,1,251,40000,1,267,38000,1,276,429,12,2,258,12,12
8,6279,7,2,3,1983,5,180,15,48000,2,219,1,2,-5,-5,-5,-5,-5,203,16,-4,2,242,-4,2,251,60150,4,266,19000,10,276,429,18,5,258,12,12
10,6280,10,2,6,1980,1,205,17,30400,1,211,1,4,223,18,-2,10,229,234,19,11500,10,240,1500,10,252,15000,10,267,70000,1,276,429,12,2,248,12,12
12,6281,11,2,6,1980,3,204,17,43750,2,210,1,4,226,18,12000,10,232,233,19,17100,10,239,17500,4,252,18000,10,266,40000,10,276,429,12,2,221,12,12
10,6282,8,1,4,1982,5,181,15,14750,4,209,1,2,200,16,-4,4,228,212,17,-4,4,240,78000,2,252,8000,10,265,10010,10,275,429,12,2,245,12,12
8,6283,7,1,4,1984,5,157,13,14750,4,209,1,2,175,14,-4,4,227,188,15,-4,4,240,-4,4,252,-4,2,266,-4,2,276,429,13,2,270,12,12
10,6284,8,2,1,1982,1,194,16,-4,2,219,1,4,204,16,-4,4,229,-5,-5,-5,-5,-5,25000,4,253,-5,-5,-5,-5,-5,-5,-5,16,4,245,12,12
8,6285,7,1,2,1984,1,169,14,-4,2,219,1,4,182,15,-4,4,232,-5,-5,-5,-5,-5,-5,-5,-5,-4,2,266,-5,-5,-5,-5,11,0,-4,-4,-4
9,6286,7,1,2,1983,1,169,14,32000,1,207,1,4,190,15,-4,1,228,203,16,-4,1,241,-4,1,252,43000,1,266,59500,1,278,429,12,2,258,12,12
9,6287,7,2,3,1983,1,167,13,-3,5,206,1,4,188,15,-4,1,227,204,16,-4,1,243,-4,1,252,26000,4,265,20000,4,277,429,14,2,257,12,12
10,6288,8,1,8,1982,1,175,14,20365,2,207,1,4,195,16,-4,2,227,208,17,-4,2,240,-3,2,254,-5,-5,-5,-5,-5,-5,429,11,1,240,11,11
9,6289,7,2,8,1983,1,163,13,20365,2,207,1,4,183,15,-4,10,227,196,16,-4,2,240,77500,10,254,-5,-5,-5,48000,2,276,429,10,1,241,10,11
10,6290,8,2,9,1981,1,186,15,-3,6,207,1,4,208,17,-4,4,229,222,18,-4,4,243,22500,4,252,8300,10,266,2500,10,277,429,14,3,246,12,12
8,6291,6,2,9,1983,1,162,13,19000,4,207,1,4,183,15,-4,4,228,195,16,-4,2,240,-4,2,252,-4,2,266,74700,2,276,429,14,2,269,12,12
12,6292,10,1,7,1980,3,200,16,-3,1,207,1,4,225,18,-4,1,232,234,19,122500,1,241,111800,1,253,25000,1,266,53500,1,277,429,12,2,221,12,12
11,6293,10,1,6,1981,3,192,15,32000,2,210,1,4,213,17,-4,2,231,222,18,53075,2,240,27500,2,253,12000,2,266,-3,10,277,429,14,3,233,12,12
8,6294,7,2,3,1984,3,159,13,32000,1,210,1,4,180,14,-4,1,231,189,15,-4,1,240,-4,1,253,-4,1,266,-3,10,277,429,16,4,269,12,12
12,6295,11,2,6,1980,5,204,17,48400,1,210,1,4,226,18,87500,1,232,235,19,7900,10,241,0,10,254,17000,4,266,17500,4,276,429,-3,5,221,12,12
8,6296,7,1,7,1984,3,156,12,37500,1,211,1,4,175,14,-4,1,230,186,15,-4,1,241,-4,1,253,-4,1,266,75000,1,277,-5,12,2,270,12,12
9,6297,8,1,2,1983,3,173,14,-3,10,211,1,4,-5,-5,-5,-5,-5,203,16,-4,9,241,-3,10,253,67500,10,266,35000,10,277,-5,16,4,257,12,12
10,6298,8,1,11,1981,3,185,15,65000,1,208,1,4,204,16,-4,1,227,218,18,-4,1,241,1900,1,256,42900,1,266,24500,5,277,429,13,2,245,12,12
11,6299,10,2,8,1981,1,192,15,58936,2,212,1,4,208,17,-4,2,228,220,18,23000,4,240,103000,2,253,116500,10,265,155000,2,275,429,11,1,239,11,12
-4,6300,8,2,2,1983,1,174,14,58936,2,212,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,0,212,8,8
8,6301,6,2,10,1983,1,160,13,13731,4,206,1,4,181,15,-4,4,227,192,16,-4,4,238,-4,4,252,-4,4,265,37515,4,275,429,12,2,269,12,12
9,6302,7,1,3,1982,1,179,14,35600,4,206,1,4,200,16,-4,4,227,214,17,71900,4,241,60500,4,252,54700,4,264,81000,4,276,-5,9,0,230,9,10
8,6303,6,1,7,1983,1,163,13,43800,1,206,1,4,187,15,-4,1,230,196,16,-4,1,239,-4,1,253,-4,1,264,108000,1,276,429,12,2,270,12,12
8,6304,5,2,12,1984,1,146,12,43800,1,206,1,4,170,14,-4,1,230,179,14,-4,1,239,-4,1,253,-4,1,264,56520,1,277,429,12,2,274,12,12
10,6305,8,2,11,1981,1,183,15,2964,4,206,1,4,208,17,-4,5,231,217,18,5000,10,240,4500,10,252,13500,10,265,4600,10,275,429,12,2,281,12,12
7,6306,5,2,9,1984,1,149,12,5640,4,206,1,4,173,14,-4,5,230,183,15,-4,5,240,-4,4,254,-4,4,265,0,10,276,429,12,2,305,12,12
10,6307,10,1,3,1980,1,205,17,35000,4,208,1,4,-5,-5,-5,-5,-5,239,19,46000,10,242,40500,10,252,42500,10,265,64500,10,277,429,13,1,233,11,12
10,6308,8,2,10,1981,1,185,15,48000,5,207,1,4,206,17,-4,5,228,217,18,19550,4,239,23750,4,254,25000,4,265,30300,4,276,-5,13,2,244,12,12
10,6309,9,1,10,1981,1,188,15,-3,1,210,1,4,205,17,-4,1,227,220,18,-4,1,242,76160,1,253,-3,1,265,74000,1,277,429,17,4,245,12,12
7,6310,6,2,12,1984,1,150,12,-3,1,210,1,4,167,13,-4,1,227,182,15,-4,1,242,-4,1,253,-4,1,265,-4,1,277,429,17,4,281,12,12
9,6311,7,1,3,1983,1,168,14,79000,1,207,1,4,189,15,-4,1,228,201,16,-4,1,240,-4,5,253,39000,10,265,8400,10,278,429,12,2,257,12,12
10,6312,8,2,4,1981,1,192,15,65600,2,208,1,4,216,17,-4,10,232,225,18,-4,3,241,106400,3,253,80502,3,264,1000,10,277,429,12,2,245,12,12
11,6313,9,2,5,1981,1,191,15,-3,3,208,1,4,210,17,-4,5,227,222,18,55500,3,239,34100,10,253,77500,3,264,-3,2,277,429,13,2,234,12,12
10,6314,8,1,9,1982,1,174,14,-3,3,207,1,4,194,16,-4,3,227,206,17,-4,3,239,68500,3,253,-3,2,266,12000,10,277,429,14,2,245,12,12
7,6315,5,2,9,1984,1,150,12,65600,2,207,1,4,170,14,-4,2,227,182,15,-4,2,239,-4,2,253,-4,2,265,-4,2,275,429,18,4,281,12,12
8,6316,6,1,8,1983,1,163,13,80400,2,207,1,4,183,15,-4,2,227,197,16,-4,2,241,-4,2,253,-4,2,264,63500,2,276,429,17,4,269,12,12
12,6317,10,1,4,1980,1,205,17,102560,1,209,1,4,223,18,75600,1,227,236,19,82500,1,240,-3,1,253,53000,1,265,26000,10,277,429,13,2,222,12,12
9,6318,8,1,8,1983,1,165,13,102560,1,209,1,4,183,15,-4,1,227,196,16,-4,1,240,-4,1,253,169500,1,265,267940,1,276,429,16,4,257,12,12
9,6319,8,2,4,1983,1,170,14,49500,1,210,1,4,186,15,-4,1,226,200,16,-4,1,240,76220,1,253,1450,10,265,9002,10,278,429,12,2,257,12,12
10,6320,8,1,12,1981,1,183,15,26600,3,207,1,4,205,17,-4,3,229,216,17,-4,3,240,43500,3,254,44500,3,265,85000,3,276,429,12,2,245,12,12
7,6321,5,1,1,1984,1,157,13,26600,2,206,1,4,179,14,-4,2,228,190,15,-4,2,239,-4,2,254,-4,2,265,-4,2,276,429,12,2,281,12,12
10,6322,9,2,10,1981,1,188,15,18000,4,210,1,4,206,17,-4,4,228,217,18,-4,4,239,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,12,2,245,12,12
9,6323,8,2,4,1983,1,170,14,18000,4,210,1,4,188,15,-4,4,228,199,16,-4,4,239,-4,4,254,40000,4,265,-5,-5,-5,429,14,2,257,12,12
11,6324,10,1,2,1981,1,197,16,-4,1,211,1,4,213,17,-4,1,227,228,18,-2,10,242,-5,-5,-5,285805,1,268,10,10,276,429,19,7,233,12,12
7,6325,6,1,8,1984,1,154,12,-4,1,210,1,4,171,14,-4,1,227,185,15,-4,1,241,-4,1,253,-4,1,265,-4,1,276,429,16,4,281,12,12
9,6326,7,1,9,1982,1,176,14,27520,5,209,1,4,195,16,-4,5,228,205,17,-4,5,238,-3,10,253,800,4,265,12000,10,276,-5,12,2,257,12,12
11,6327,9,1,2,1981,1,194,16,93000,1,208,1,4,214,17,-4,1,228,226,18,56700,1,240,113400,1,254,57500,1,267,55000,1,275,429,16,4,233,12,12
12,6328,11,2,2,1980,1,210,17,103500,1,212,1,4,229,19,100000,1,231,239,19,115000,1,241,270543,1,253,-3,10,266,18000,10,275,429,18,5,221,12,12
8,6329,6,2,4,1984,1,155,12,90512,4,207,1,4,175,14,-4,4,227,187,15,-4,4,239,-4,4,253,-4,4,264,4668,4,275,429,19,4,269,12,12
8,6330,6,2,4,1984,1,155,12,84200,1,207,1,4,175,14,-4,1,227,187,15,-4,1,239,-4,1,253,-4,1,264,98550,1,276,429,15,2,269,12,12
10,6331,8,1,6,1982,5,179,14,162000,1,209,1,2,197,16,-4,1,227,209,17,-4,1,239,270543,1,253,131500,10,264,36770,10,276,429,15,2,245,12,12
10,6332,8,1,9,1981,1,187,15,34400,1,208,1,4,207,17,-4,1,228,218,18,-4,1,239,-3,10,255,0,10,263,2500,10,275,429,12,2,246,12,12
9,6333,7,2,9,1982,1,174,14,60500,1,207,1,4,195,16,-4,1,228,206,17,-4,1,239,-4,1,252,80000,1,264,0,10,276,429,20,4,257,12,12
12,6334,10,1,9,1980,1,203,16,-3,1,212,1,4,221,18,-2,1,230,231,19,202500,1,240,-3,10,252,285805,1,265,267940,1,276,429,16,4,221,12,12
9,6335,8,2,3,1983,1,173,14,-3,1,212,1,4,189,15,-4,1,228,201,16,-4,1,240,-4,1,252,76020,1,265,-3,1,276,429,20,7,257,12,12
9,6336,7,2,10,1982,1,175,14,41200,5,209,1,4,193,16,-4,5,227,205,17,-4,5,239,-4,5,252,26507,5,265,25849,5,277,429,16,4,257,12,12
-4,6337,9,1,3,1981,1,195,16,45500,2,210,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8000,10,277,-5,9,0,212,9,10
10,6338,8,1,12,1981,1,183,15,50200,4,207,1,4,204,16,-4,4,228,216,17,-4,4,240,35800,4,253,40000,4,264,3002,10,276,-5,14,1,247,12,12
7,6339,5,2,7,1984,1,154,12,62500,2,209,1,4,172,14,-4,2,227,186,15,12500,4,241,-4,4,253,55000,2,264,32500,2,276,429,8,0,253,8,9
10,6340,8,1,7,1981,1,188,15,41000,1,207,1,4,209,17,-4,1,228,221,18,-4,1,240,42300,1,253,45400,1,265,68500,1,275,429,16,2,245,12,12
9,6341,7,2,9,1982,1,173,14,46053,1,206,1,4,195,16,-4,1,228,206,17,-4,1,239,-4,1,253,75500,1,265,75600,1,275,429,18,5,257,12,12
12,6342,10,1,5,1980,1,202,16,-3,2,207,1,4,227,18,-2,2,232,237,19,3000,10,242,27000,10,255,13503,10,265,17500,10,280,-5,13,2,221,12,12
9,6343,7,1,2,1983,1,169,14,-3,2,207,1,4,193,16,-4,2,231,204,17,-4,2,242,-4,2,253,15000,10,265,-3,10,277,429,20,5,258,11,12
8,6344,6,1,12,1983,1,159,13,16940,4,207,1,4,179,14,-4,2,227,191,15,-4,2,239,-4,2,254,-4,2,265,9000,10,276,429,14,3,269,12,12
-4,6345,8,2,8,1982,1,175,14,34988,2,207,1,4,195,16,-2,2,227,207,17,-4,2,239,2000,10,253,68000,2,265,48000,2,275,429,13,2,245,12,12
10,6346,8,2,1,1982,1,181,15,76630,4,206,1,4,201,16,-4,2,226,214,17,-4,2,239,-4,2,253,160300,2,265,151110,2,275,429,12,2,245,12,12
8,6347,7,1,3,1982,1,184,15,-3,1,211,1,4,201,16,-4,1,228,212,17,-4,1,239,-4,1,253,65020,1,264,32010,10,275,429,12,2,269,12,12
-4,6348,9,1,10,1980,1,198,16,33420,4,208,1,4,222,18,23000,4,232,230,19,10000,10,240,17500,10,252,-5,-5,-5,37500,10,282,-5,10,1,226,10,11
11,6351,9,2,2,1981,1,193,16,54300,1,207,1,4,213,17,-4,1,227,227,18,76000,1,241,79500,1,255,154500,1,264,118000,1,276,429,18,4,233,12,12
7,6352,5,1,12,1984,1,147,12,54300,1,207,1,4,167,13,-4,1,227,179,14,-4,1,239,-4,1,253,-4,1,265,-4,1,277,-5,14,3,282,12,12
9,6353,7,1,4,1983,1,167,13,1560,4,207,1,4,187,15,-4,4,227,-5,-5,-5,-5,-5,-3,5,252,2000,4,264,8500,4,276,-5,9,1,267,9,10
12,6354,10,1,2,1980,1,208,17,126500,1,210,1,4,229,19,425586,1,231,237,19,291681,1,239,270543,1,252,285805,1,264,267940,1,276,429,19,5,222,12,12
10,6355,9,2,8,1982,1,177,14,57500,1,209,1,4,195,16,-4,1,227,207,17,-4,1,239,-3,1,254,117750,1,265,105020,1,276,429,16,4,245,12,12
-4,6356,7,2,3,1983,1,170,14,40100,1,209,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,0,-4,-4,-4
-4,6357,5,1,7,1984,1,154,12,40100,1,209,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,0,-4,-4,-4
10,6358,8,2,8,1981,1,188,15,-3,7,208,1,4,210,17,-2,7,230,219,18,-4,7,239,10000,7,254,10000,7,264,17500,10,276,429,12,2,269,12,12
8,6359,7,2,10,1982,1,174,14,-3,7,208,1,4,196,16,-2,4,230,206,17,10000,4,240,-3,4,253,5000,4,264,4500,4,275,429,8,0,218,8,9
9,6360,7,2,6,1983,1,166,13,-3,7,208,1,4,190,15,-2,9,232,198,16,-4,9,240,-4,9,253,-3,10,265,12,10,275,429,14,2,258,12,12
8,6361,7,1,10,1983,1,164,13,43000,1,210,1,4,183,15,-4,1,229,194,16,-4,1,240,-4,1,253,-4,1,264,54500,1,276,429,13,2,272,12,12
10,6362,9,1,9,1981,1,192,15,57200,1,213,1,4,207,17,-4,1,228,219,18,-4,1,240,88000,1,254,65050,1,264,74000,1,279,429,17,4,245,12,12
9,6363,7,1,7,1982,1,175,14,14200,5,206,1,4,196,16,-4,5,227,210,17,37500,4,241,27500,4,255,37500,4,265,-3,4,277,429,9,0,232,9,10
9,6364,9,1,4,1980,1,202,16,-3,4,206,1,4,223,18,-4,4,227,236,19,110000,4,240,137500,4,252,51300,4,263,37500,4,275,429,9,0,229,9,10
8,6365,6,2,10,1983,1,163,13,39000,1,209,1,4,181,15,-4,1,227,196,16,-4,1,242,-4,1,253,-4,1,264,42500,1,276,429,17,4,269,12,12
10,6366,8,1,5,1982,1,180,15,-4,4,209,1,4,198,16,-2,8,227,211,17,-4,8,240,31000,10,252,21900,10,264,44250,10,275,-5,12,2,245,12,12
7,6367,6,2,2,1984,3,156,12,-3,1,206,1,4,178,14,425586,1,228,189,15,-4,1,239,-4,1,251,10000,10,264,0,10,277,429,9,0,301,9,10
10,6368,8,2,6,1982,1,179,14,-4,5,209,1,4,-5,-5,-5,-5,-5,213,17,8750,5,243,-3,10,253,0,10,265,1300,10,275,-5,9,0,224,9,10
12,6369,10,2,6,1980,1,200,16,53999,1,206,1,4,221,18,2500,10,227,234,19,82500,1,240,20000,10,252,20000,10,265,19004,10,276,429,14,3,221,12,12
7,6370,5,2,12,1984,1,147,12,246474,1,207,1,4,167,13,-4,1,227,180,14,-4,1,240,-4,1,252,-4,1,263,-4,1,277,429,16,4,281,12,12
8,6371,8,1,6,1983,1,164,13,49500,1,206,1,4,186,15,-4,1,228,198,16,-4,1,240,95000,1,252,55643,1,266,57500,1,279,429,10,1,248,10,10
12,6372,10,2,5,1980,1,201,16,43000,1,206,1,4,221,18,6000,10,226,235,19,62500,1,240,27500,1,252,-3,10,264,-3,10,278,429,16,2,221,12,12
8,6373,6,2,9,1984,1,149,12,41000,1,206,1,4,169,14,-4,1,226,182,15,-4,1,239,-4,1,251,-4,1,263,37500,1,276,429,16,4,269,12,12
9,6374,7,2,3,1983,1,170,14,50000,1,209,1,4,188,15,-4,4,227,200,16,-4,5,239,-4,4,252,40000,4,264,17500,10,279,429,14,3,257,12,12
8,6375,6,2,12,1983,1,160,13,-3,1,208,1,4,179,14,-4,1,227,191,15,-4,1,239,-4,1,252,-4,1,265,60000,1,277,429,18,4,269,12,12
11,6376,9,2,6,1980,1,202,16,59000,1,208,1,4,221,18,-4,1,227,233,19,57500,1,239,62500,1,253,67500,1,265,-3,1,278,429,14,3,233,12,12
7,6377,5,1,4,1984,1,156,13,59000,1,208,1,4,176,14,-4,1,228,187,15,-4,1,239,-4,1,253,-4,1,263,-4,1,277,429,12,2,281,12,12
11,6378,9,2,2,1981,1,193,16,84200,1,207,1,4,213,17,-4,1,227,225,18,-2,10,239,19700,10,253,55500,1,265,27500,1,277,429,12,2,233,12,12
11,6379,9,2,2,1980,1,207,17,41100,1,209,1,4,226,18,-4,1,228,240,19,76110,10,242,25005,10,251,92000,10,264,46000,10,275,429,12,2,233,12,12
11,6380,9,2,7,1981,1,188,15,41893,2,207,1,4,209,17,-4,2,228,221,18,47000,2,240,57500,2,255,50000,2,266,77500,2,276,-5,14,2,233,12,12
11,6381,9,1,3,1981,1,192,16,-4,1,207,1,4,212,17,-4,1,227,224,18,80500,1,239,80000,1,252,14000,10,268,17500,10,278,-5,12,2,233,12,12
8,6382,6,2,12,1983,1,159,13,-4,1,207,1,4,179,14,-4,1,227,193,16,-4,1,241,-4,1,252,-4,5,264,180000,5,276,-5,12,2,269,12,12
7,6383,5,1,12,1984,1,147,12,75500,1,207,1,4,168,13,-4,1,228,179,14,-4,1,239,-4,1,252,-4,1,265,-4,1,277,429,18,5,281,12,12
10,6384,8,1,9,1981,1,188,15,46750,1,209,1,4,-5,-5,-5,-5,-5,221,18,-4,1,242,83000,1,254,93100,1,265,95000,1,277,429,16,4,245,12,12
7,6385,5,1,12,1984,1,149,12,46750,1,209,1,4,-5,-5,-5,-5,-5,182,15,-4,1,242,-4,1,253,-4,1,266,-4,1,278,429,19,5,281,12,12
10,6386,8,2,8,1981,1,186,15,31500,1,206,1,4,207,17,-4,1,227,222,18,-4,1,242,77750,1,253,80000,1,264,80000,1,277,429,18,5,245,12,12
8,6387,6,1,1,1984,1,157,13,31500,1,206,1,4,179,14,-4,1,228,193,16,-4,1,242,-4,1,252,-4,1,264,-5,-5,-5,-5,12,2,270,12,12
10,6388,8,1,7,1980,1,199,16,36000,1,206,1,4,220,18,-4,1,227,234,19,30000,1,241,60000,1,251,53000,1,263,57500,1,275,429,12,2,245,12,12
9,6389,7,1,4,1983,1,166,13,36000,1,206,1,4,187,15,-4,1,227,201,16,-4,1,241,-4,1,252,50003,1,264,62603,1,276,429,14,2,257,12,12
11,6390,9,2,8,1980,1,198,16,43250,1,206,1,4,220,18,-4,1,228,231,19,7000,1,239,2500,10,252,-3,10,267,-3,10,281,-5,14,2,233,12,12
10,6391,8,1,2,1982,1,180,14,43250,1,206,1,2,202,16,-4,1,228,215,17,-4,1,241,52000,1,252,-3,1,268,-5,-5,-5,429,12,2,245,12,12
12,6392,11,1,5,1980,1,205,17,-4,1,210,1,4,223,18,-1,10,228,237,19,8000,10,242,16000,10,255,9800,10,266,80012,10,277,429,14,2,221,12,12
11,6393,9,1,10,1980,1,197,16,133750,1,207,1,4,217,18,-4,1,227,229,19,0,1,239,-3,1,252,-3,1,263,-3,1,277,429,14,2,233,12,12
10,6394,8,2,10,1981,1,187,15,55500,1,209,1,4,206,17,-4,1,228,219,18,-4,1,241,57750,1,253,64500,1,264,115250,1,276,429,16,4,245,12,12
10,6395,8,2,5,1982,1,178,14,39700,1,207,1,4,198,16,-4,1,227,210,17,-4,1,239,80510,1,252,57520,1,264,40250,10,275,429,14,3,245,12,12
7,6396,5,1,7,1984,1,152,12,39700,1,207,1,4,172,14,-4,1,227,184,15,-4,1,239,-4,1,252,-4,1,263,-4,1,275,-5,15,3,281,12,12
8,6397,6,1,4,1983,1,168,13,14600,4,208,1,4,188,15,-4,4,228,201,16,-4,5,241,-4,5,252,-4,5,264,20000,5,277,429,13,2,269,12,12
8,6398,6,1,7,1983,1,163,13,37150,1,206,1,4,188,15,-4,1,231,198,16,-4,1,241,40000,1,255,47500,1,267,41000,1,278,429,9,1,245,9,10
11,6399,10,2,12,1980,1,198,16,-3,2,210,1,4,216,17,-4,2,228,229,19,47750,2,241,92750,2,253,57500,2,264,49500,2,277,429,18,4,233,12,12
12,6400,10,2,8,1980,1,199,16,22900,4,207,1,4,219,18,14400,4,227,234,19,2000,10,242,-3,10,254,-3,10,265,11100,10,279,-5,17,5,223,12,12
7,6401,5,2,10,1984,1,149,12,61000,1,207,1,2,170,14,-4,1,228,183,15,-4,1,241,-4,1,251,-4,1,263,-4,1,279,-5,18,4,281,12,12
9,6402,7,1,3,1982,1,179,14,35695,1,206,1,4,200,16,-4,1,227,215,17,-4,1,242,-4,1,253,-3,10,266,-5,-5,-5,429,12,2,257,12,12
7,6403,5,1,7,1984,1,152,12,246474,1,207,1,4,172,14,-4,1,227,185,15,-4,1,240,-4,1,251,-4,1,263,-4,1,275,429,18,4,281,12,12
-4,6404,9,1,1,1982,1,185,15,-3,1,210,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0,-4,-4,-4
10,6405,8,1,6,1982,1,177,14,87900,1,207,1,4,199,16,-4,1,229,211,17,-4,1,241,12005,10,255,47000,1,265,17503,10,281,429,14,2,245,12,12
7,6406,5,1,7,1984,1,152,12,50200,1,207,1,4,172,14,-4,1,227,186,15,-4,1,241,-4,1,252,-4,1,263,-4,1,275,429,14,2,281,12,12
11,6407,9,2,8,1980,1,199,16,-3,10,207,1,4,221,18,-4,4,229,231,19,25000,1,239,40000,1,253,-3,1,265,58500,1,276,429,17,5,234,12,12
11,6408,9,2,3,1981,1,192,15,-3,1,207,1,4,213,17,-4,1,228,224,18,116500,1,239,22500,10,255,-3,10,265,16500,10,277,429,16,4,233,12,12
8,6409,6,1,8,1984,1,151,12,-3,1,207,1,4,172,14,-4,1,228,183,15,-4,1,239,-4,1,252,-4,1,266,118500,1,275,-5,16,4,269,12,12
11,6410,9,1,2,1981,1,195,16,112500,5,209,1,4,214,17,-4,5,228,227,18,182000,5,241,8000,10,255,15500,10,266,40000,10,277,429,15,2,233,12,12
10,6411,8,1,9,1981,1,186,15,33522,1,207,1,4,206,17,-4,1,227,221,18,-4,1,242,70000,1,255,48600,1,268,94825,1,276,429,14,3,245,12,12
9,6412,7,1,5,1983,1,166,13,33522,1,207,1,4,186,15,-4,1,227,200,16,-4,1,241,-4,1,253,55150,1,268,65250,1,276,429,16,3,255,12,12
11,6413,9,2,8,1981,1,188,15,39550,1,208,1,4,208,17,-4,1,228,221,18,47500,1,241,84500,1,253,84000,1,265,94500,1,277,-5,16,4,233,12,12
10,6414,8,2,10,1980,1,197,16,-3,4,207,1,4,217,18,-4,4,227,230,19,100400,4,240,-3,4,253,37500,4,265,26750,4,277,429,16,4,245,12,12
11,6415,9,1,3,1981,1,193,16,53000,1,208,1,4,212,17,-4,1,227,226,18,58600,1,241,25000,10,256,-3,10,266,-3,10,278,429,12,2,233,12,12
7,6416,5,1,3,1984,1,157,13,53000,1,208,1,4,176,14,-4,1,227,189,15,-4,1,240,-4,1,253,-4,1,265,-4,1,277,429,12,2,281,12,12
7,6417,5,1,11,1984,1,149,12,41000,1,208,1,4,171,14,-4,1,230,182,15,-4,1,241,-4,1,255,-4,1,265,-4,1,277,-5,13,2,282,12,12
9,6418,7,2,10,1982,1,175,14,35000,1,209,1,4,193,16,-4,1,227,205,17,-4,1,239,-4,1,252,58200,1,264,60000,1,277,429,17,4,257,12,12
7,6419,5,2,11,1984,1,150,12,35000,1,209,1,4,168,13,-4,1,227,181,15,-4,1,240,-4,1,251,-4,1,263,-4,1,277,429,12,2,281,12,12
10,6420,8,2,10,1980,1,198,16,-3,3,208,1,4,220,18,-4,3,230,231,19,75000,3,241,0,4,253,-3,4,265,0,4,279,429,13,1,250,11,12
8,6421,6,2,2,1984,1,157,13,45750,1,207,1,4,178,14,-4,1,228,191,15,-4,1,241,-4,1,252,-4,1,265,80250,1,276,429,20,4,269,12,12
9,6422,7,2,4,1983,1,167,13,57340,1,207,1,4,188,15,-4,1,228,200,16,-4,1,240,-4,1,252,150000,1,265,37184,1,276,429,17,4,257,12,12
10,6423,9,1,1,1981,1,194,16,43000,1,207,1,4,214,17,-4,1,227,226,18,-2,10,239,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,2,222,12,12
12,6424,9,2,6,1982,1,177,14,43000,1,207,1,4,197,16,-4,1,227,211,17,10000,1,241,15000,10,255,31000,10,265,50000,10,277,429,17,4,222,12,12
8,6425,6,1,2,1984,1,157,13,31000,1,207,1,2,177,14,-4,1,227,191,15,-4,1,241,-4,1,252,-4,1,263,35000,1,280,429,15,3,269,12,12
8,6426,6,2,10,1983,1,163,13,55500,1,209,1,4,181,15,-4,1,227,195,16,-4,1,241,-4,1,252,-4,1,265,53450,1,277,429,20,7,269,12,12
7,6427,5,2,11,1984,1,150,12,25000,1,209,1,4,168,14,-4,1,227,182,15,-4,1,241,-4,1,252,-4,1,265,-4,1,277,429,18,4,281,12,12
11,6428,9,2,12,1980,1,197,16,50500,1,209,1,4,216,17,-4,1,228,229,19,81750,1,241,-3,10,255,-3,10,265,10000,10,277,429,12,2,233,12,12
8,6429,6,2,4,1984,1,157,13,50500,1,209,1,4,176,14,-4,1,228,189,15,-4,1,241,-4,1,251,-4,1,264,77500,1,277,429,17,4,269,12,12
9,6430,7,1,11,1982,1,172,14,42000,1,207,1,4,192,15,-4,1,227,206,17,-4,1,241,-4,1,253,39000,1,265,40000,1,277,429,14,2,257,12,12
