"SCH_YEAR_TO_GRADE_1997","PUBID","YSCH-5000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!RACE","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_SAMPLE_TYPE","KEY!RACE_ETHNICITY","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","VERSION_R16","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_LEFT_DATE","CVC_HS_LEFT_HGC","CVC_HS_LEFT_HGA"
9,1361,7,1,11,1982,4,172,14,103750,1,207,1,4,192,16,-4,1,227,205,17,-4,1,240,-3,1,251,57200,1,265,115400,1,276,429,17,4,257,12,12
11,1362,10,2,7,1980,1,203,16,55000,2,210,1,4,222,18,30000,10,229,235,19,65500,2,242,-3,10,253,38000,10,264,25500,10,275,429,14,2,243,12,12
10,1363,9,1,3,1981,5,192,16,-3,4,207,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,10,257,26000,10,264,32900,10,279,429,16,4,225,10,10
10,1364,8,1,12,1980,1,194,16,-3,8,206,1,4,217,18,27002,8,229,227,18,27000,8,239,23000,8,252,20000,10,266,20000,4,280,429,15,2,235,12,12
9,1365,8,1,7,1982,5,180,15,-3,4,211,1,2,-5,-5,-5,-5,-5,210,17,-4,4,241,7500,4,255,-5,-5,-5,4500,4,277,-5,9,0,241,9,10
12,1366,10,1,3,1980,5,203,16,-3,1,206,1,2,225,18,425586,1,228,241,20,5300,10,244,2500,10,256,64000,10,266,95000,10,276,429,15,2,221,12,12
8,1367,7,1,2,1984,1,159,13,51512,1,209,1,4,177,14,-4,1,227,189,15,-4,1,239,-4,1,252,-4,1,264,77500,1,275,429,16,4,270,12,12
9,1368,8,2,12,1982,5,174,14,42000,1,210,1,2,191,15,-4,1,227,203,16,-4,1,239,-4,1,251,52000,1,265,49300,1,275,429,12,2,257,12,12
10,1369,8,2,9,1981,1,188,15,58300,4,209,1,4,207,17,100,10,228,221,18,-4,2,242,-3,2,252,63500,2,266,74000,2,279,429,15,2,245,12,12
8,1370,7,2,3,1984,1,169,14,91000,1,220,1,4,177,14,-4,1,228,188,15,-4,1,239,-4,1,252,-4,1,265,184000,1,276,429,16,4,269,12,12
-4,1371,8,1,10,1981,1,186,15,40500,1,208,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,17,4,245,12,12
-4,1372,7,2,8,1983,1,164,13,40500,1,208,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,0,-4,-4,-4
9,1373,8,1,8,1983,1,166,13,75500,1,210,1,4,183,15,-4,1,227,195,16,-4,1,239,-4,1,251,108000,1,264,6010,10,276,429,18,5,257,12,12
10,1374,9,1,5,1982,1,182,15,26750,3,211,1,4,199,16,-4,5,228,213,17,61520,2,242,-3,10,253,15000,10,266,18000,10,279,429,10,1,236,10,11
7,1375,6,2,12,1984,1,151,12,26750,2,211,1,4,168,14,-4,4,228,181,15,-4,-3,241,-4,4,251,-4,4,265,-3,4,277,429,12,2,281,12,12
12,1376,11,1,4,1980,1,207,17,70000,2,211,1,4,223,18,57002,5,227,238,19,38950,-3,242,55500,10,252,28484,4,265,42194,4,275,429,16,3,221,12,12
8,1377,7,1,3,1984,1,160,13,35500,1,211,1,4,176,14,-4,1,227,190,15,-4,1,241,-4,1,252,-4,1,264,157500,1,276,429,12,2,269,12,12
7,1378,7,1,6,1983,1,169,14,-3,4,211,1,4,185,15,-4,4,227,198,16,-4,4,240,-4,4,252,4000,4,263,82500,4,275,429,12,2,284,12,12
7,1379,6,2,8,1984,1,153,12,-3,4,209,1,4,171,14,-4,4,227,184,15,-4,4,240,-4,4,252,-4,4,263,-4,4,275,429,15,2,281,12,12
12,1380,11,2,2,1980,1,210,17,62000,1,212,1,4,231,19,-4,1,233,239,19,8000,-3,241,70500,10,253,15000,10,267,58750,10,277,429,13,2,221,12,12
8,1381,7,1,9,1983,1,167,13,42400,4,212,1,4,183,15,-4,5,228,197,16,-4,3,242,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0,-4,-4,-4
8,1382,7,1,4,1984,1,160,13,75500,1,212,1,4,175,14,-4,1,227,189,15,-4,1,241,80999,1,252,88000,1,264,75000,10,275,429,14,1,252,10,10
8,1383,8,1,12,1982,1,176,14,35500,4,212,1,4,191,15,-4,2,227,206,17,55000,2,242,-3,2,252,60000,2,265,-3,2,277,-5,9,1,237,9,9
8,1384,7,2,10,1983,1,165,13,7500,4,211,1,4,181,15,-4,4,227,195,16,-4,4,241,-4,4,253,-4,4,265,-3,10,275,429,12,2,269,12,12
8,1385,6,2,9,1982,1,175,14,0,4,208,1,4,194,16,-2,-3,227,209,17,2500,4,242,-3,4,253,6800,4,266,184400,10,279,429,8,0,226,8,9
7,1386,6,2,9,1981,5,186,15,65700,4,207,1,2,-5,-5,-5,-5,-5,220,18,315,2,241,25840,10,256,20350,10,268,25000,10,275,429,6,1,213,6,7
7,1387,6,2,9,1982,5,174,14,-3,4,207,1,2,199,16,-2,4,232,208,17,2500,-3,241,5000,4,254,100,4,264,20000,4,277,429,6,0,230,6,7
6,1388,4,2,8,1984,5,151,12,-3,4,207,1,2,176,14,-2,4,232,185,15,0,4,241,2500,4,254,5000,4,264,17500,10,277,429,7,0,233,7,8
12,1389,9,2,2,1980,1,205,17,-3,4,207,1,4,-5,-5,-5,-5,-5,240,19,57525,10,242,-5,-5,-5,52000,10,266,53000,10,277,-5,11,1,221,11,12
9,1390,7,1,3,1982,1,179,14,-3,9,206,1,4,203,16,-4,10,230,213,17,-4,1,240,-4,1,253,84500,1,265,82750,1,276,429,16,3,257,12,12
9,1391,7,2,7,1980,5,200,16,-3,9,207,1,2,222,18,32500,1,229,233,19,-2,1,240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,2,229,12,12
11,1392,9,2,7,1980,5,200,16,-3,1,207,1,2,220,18,-4,1,227,234,19,21500,1,241,40000,10,253,51000,10,265,55000,10,278,429,12,2,233,12,12
8,1393,6,2,7,1984,5,153,12,-3,1,208,1,2,172,14,-4,1,227,186,15,-4,1,241,0,10,253,0,10,265,62560,10,278,429,12,2,301,12,12
8,1394,7,1,2,1984,2,161,13,-3,4,211,1,1,177,14,-4,4,227,193,16,-4,4,243,-4,4,251,-4,4,265,-4,4,276,429,11,0,287,11,12
8,1395,6,1,8,1983,2,163,13,42040,1,207,1,1,183,15,-4,1,227,195,16,-4,1,239,-4,1,252,-4,1,264,16125,5,277,-5,12,2,269,12,12
6,1396,4,1,11,1984,2,148,12,42040,1,207,1,1,168,14,-4,1,227,180,15,-4,1,239,-4,1,253,-4,1,264,-4,1,279,429,11,0,303,11,12
-4,1397,6,1,4,1982,2,179,14,-3,9,207,1,1,202,16,-2,2,230,216,17,-2,4,244,-4,10,255,8040,10,265,4500,4,279,429,10,1,255,10,11
-4,1398,9,2,7,1980,2,199,16,-3,2,206,1,1,220,18,-2,2,227,236,19,0,10,243,-3,10,253,7000,2,263,0,2,275,429,11,0,258,11,12
7,1399,5,2,10,1984,2,150,12,9270,4,208,1,1,169,14,-4,-3,227,181,15,-4,-3,239,-4,5,251,-4,8,263,-4,2,275,429,12,2,281,12,12
12,1400,10,1,7,1980,2,201,16,25640,2,208,1,1,220,18,-4,2,227,232,19,50500,2,239,35000,1,251,62270,1,266,2500,1,278,429,13,2,221,12,12
9,1401,7,1,7,1983,2,165,13,25640,2,208,1,1,184,15,-4,2,227,196,16,-4,2,239,-4,2,253,26000,2,265,35000,2,277,429,12,2,258,12,12
9,1402,8,1,9,1983,1,166,13,47900,4,211,1,4,182,15,-4,4,227,196,16,-4,4,241,-4,4,253,52000,4,265,52000,4,275,429,16,4,257,12,12
11,1403,10,2,6,1981,1,193,16,33200,4,211,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,12,2,233,12,12
9,1404,8,1,6,1983,1,169,14,33200,4,211,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,4,267,-5,-5,-5,-5,12,3,257,12,12
10,1405,9,1,3,1982,1,185,15,4574,4,212,1,4,206,17,-4,5,233,215,17,-4,5,242,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,2,245,12,12
8,1406,6,1,11,1983,1,161,13,141000,1,208,1,4,181,15,112500,1,228,192,15,75000,1,239,-4,1,253,93000,1,264,-3,1,275,429,16,2,269,12,12
8,1407,6,1,11,1983,1,161,13,93000,1,208,1,4,182,15,-4,1,229,193,16,-4,1,240,-4,1,253,-4,1,264,-3,1,276,429,15,3,269,12,12
-4,1408,10,1,3,1980,1,204,16,-3,1,207,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,0,-4,-4,-4
9,1409,7,1,2,1982,1,180,15,84300,6,206,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7000,10,279,-5,8,1,221,8,9
12,1410,10,2,5,1980,1,202,16,71600,4,207,1,4,224,18,109210,4,229,235,19,291681,4,240,270543,4,251,285805,4,263,267940,4,276,429,14,3,221,12,12
12,1411,10,2,5,1980,1,202,16,97400,1,207,1,4,223,18,112750,1,228,234,19,102750,1,239,112500,1,252,114505,1,264,-3,10,277,429,16,4,221,12,12
9,1412,7,2,6,1982,1,177,14,97400,1,207,1,4,199,16,-4,1,229,211,17,-4,1,241,-4,1,252,111000,1,264,77500,1,276,429,20,4,257,12,12
7,1413,5,2,8,1984,1,150,12,51800,2,206,1,2,174,14,-4,2,230,184,15,-4,2,240,-4,3,253,-4,3,265,-4,3,276,429,13,2,281,12,12
10,1414,9,2,7,1982,1,181,15,-3,5,212,1,4,196,16,-4,2,227,210,17,-4,2,241,37900,2,255,39000,2,263,267940,2,276,429,16,4,245,12,12
9,1415,8,2,10,1982,1,177,14,37500,4,211,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30400,4,265,20500,10,279,429,12,2,257,12,12
9,1416,8,2,8,1982,1,179,14,-3,10,211,1,4,200,16,-2,9,232,206,17,-2,8,238,-4,10,253,61000,10,266,-3,4,277,429,13,2,257,12,12
8,1417,7,1,2,1983,1,172,14,55500,1,210,1,4,194,16,-4,1,232,203,16,-4,1,241,-4,1,253,55600,1,266,-5,-5,-5,-5,10,1,263,10,11
8,1418,6,1,11,1983,1,161,13,13750,4,208,1,4,184,15,-4,5,231,194,16,-4,5,241,-3,9,252,-4,10,265,55000,10,280,429,11,1,266,11,12
9,1419,7,2,8,1982,1,177,14,7300,4,209,1,4,196,16,-4,4,228,208,17,-4,4,240,-4,4,251,24500,10,264,37500,10,275,429,12,2,257,12,12
10,1420,8,2,8,1982,1,177,14,7300,4,209,1,4,196,16,-4,4,228,208,17,36700,4,240,-4,4,251,45000,4,264,35000,10,275,-5,12,2,249,12,12
9,1421,7,1,6,1983,1,164,13,111750,1,206,1,4,187,15,-4,1,229,197,16,-4,1,239,-4,1,252,112100,1,265,-3,5,277,429,18,5,257,12,12
10,1422,9,2,7,1982,2,181,15,-3,4,212,1,1,197,16,-4,2,228,208,17,-4,2,239,55000,2,252,55000,2,264,37953,2,277,429,16,4,245,12,12
9,1423,8,2,1,1983,2,175,14,-3,1,212,1,1,190,15,-4,1,227,202,16,-4,1,239,-4,1,251,-3,1,265,80000,1,277,-5,15,2,258,12,12
9,1424,7,2,7,1983,2,168,14,-3,4,211,1,1,189,15,55000,4,232,201,16,291681,4,244,-3,4,254,-3,4,264,17500,4,275,429,11,0,275,11,12
10,1425,9,1,3,1981,2,197,16,-4,5,212,1,1,213,17,-4,5,228,224,18,-4,5,239,5000,5,252,37500,5,263,155200,5,275,429,12,2,246,12,12
9,1426,8,1,10,1982,2,178,14,-3,8,212,1,1,194,16,-2,4,228,205,17,-4,4,239,-4,4,252,-3,4,264,-3,4,276,429,12,2,258,12,12
7,1427,6,2,6,1984,2,158,13,-4,5,212,1,1,174,14,-4,5,228,185,15,-4,5,239,260,5,252,-4,9,263,-3,10,277,429,11,0,300,11,12
-4,1428,8,2,3,1980,2,209,17,-3,4,212,1,1,224,18,-2,4,227,237,19,44298,4,240,34076,10,253,21076,10,263,7076,10,275,429,8,0,-3,8,9
11,1429,9,2,3,1981,1,193,16,156000,1,208,1,4,-5,-5,-5,-5,-5,226,18,-4,1,241,-5,-5,-5,153000,1,267,267940,1,278,429,12,2,234,12,12
9,1430,7,2,12,1982,1,172,14,156000,1,208,1,4,193,16,-4,1,229,205,17,-4,1,241,-5,-5,-5,142000,1,268,267940,1,276,429,18,5,258,12,12
12,1431,11,1,6,1980,1,202,16,101300,1,208,1,4,222,18,425586,1,228,-5,-5,-5,-5,-5,-5,-5,-5,113500,1,265,-3,1,276,429,16,4,222,12,12
10,1432,8,2,7,1982,1,177,14,101300,1,208,1,4,197,16,425586,1,228,211,17,-4,1,242,117000,1,254,13500,10,264,135250,1,275,429,16,4,246,12,12
8,1433,6,2,9,1984,1,151,12,101300,1,208,1,4,171,14,-4,1,228,182,15,-4,1,239,-4,1,253,-4,1,265,-3,1,276,429,14,2,270,12,12
11,1434,11,1,6,1980,1,215,17,-4,1,221,1,4,221,18,-2,1,227,233,19,4050,10,239,17115,10,252,28040,10,263,-3,10,276,-5,20,7,222,11,12
9,1435,8,1,10,1982,1,172,14,73600,2,206,1,4,194,16,-4,4,228,205,17,-4,4,239,-4,4,252,55000,4,265,72500,4,276,429,12,2,258,12,12
8,1436,6,2,2,1984,1,157,13,73600,2,207,1,4,178,14,-4,4,228,189,15,-4,4,239,29000,4,252,151400,4,265,77000,4,276,429,9,1,243,9,10
-4,1437,12,2,4,1980,1,206,17,32717,1,210,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,12,2,209,12,12
10,1438,8,2,5,1982,1,179,14,63750,1,208,1,4,199,16,-4,1,228,210,17,-4,1,239,120006,1,252,80000,1,264,152045,1,276,429,19,7,246,12,12
9,1439,7,1,4,1983,1,168,14,75100,4,208,1,4,188,15,-4,4,228,199,16,-4,4,239,-4,4,253,-3,4,265,267940,4,275,-5,11,0,255,11,12
11,1440,9,2,4,1981,4,192,16,56160,1,208,1,4,212,17,-4,1,228,224,18,75000,1,240,95000,1,253,83000,1,264,92500,1,276,429,17,4,234,12,12
12,1441,10,1,5,1980,4,202,16,58000,1,207,1,4,223,18,51750,1,228,-5,-5,-5,-5,-5,0,10,252,72014,5,265,100000,5,276,429,16,4,222,12,12
11,1442,9,2,7,1981,4,188,15,58000,1,207,1,4,209,17,-4,1,228,220,18,39500,5,239,60000,5,252,49000,5,265,73000,5,277,429,17,4,234,12,12
9,1443,7,1,1,1983,4,170,14,58000,1,207,1,4,191,15,-4,1,228,202,16,-4,5,239,-4,5,252,77500,5,265,6500,10,276,429,13,2,259,12,12
11,1444,9,2,2,1981,1,192,16,107500,1,206,1,4,212,17,-4,4,226,226,18,69500,4,240,114500,4,252,118000,4,263,108100,4,276,429,16,4,234,12,12
10,1445,8,2,1,1982,1,181,15,59000,1,206,1,4,202,16,-4,1,227,213,17,-4,1,238,69500,10,252,13050,10,263,50500,10,275,429,14,3,246,12,12
8,1446,6,1,10,1984,1,148,12,59000,1,206,1,4,169,14,-4,1,227,180,15,-4,1,238,-4,1,252,-4,1,263,87062,1,275,429,18,5,270,12,12
9,1447,7,1,10,1983,1,160,13,98200,1,206,1,4,180,15,-4,1,226,192,16,-4,1,238,-4,1,252,155000,1,263,267940,1,276,429,13,2,258,12,12
10,1448,9,2,12,1982,1,184,15,50000,6,220,1,4,191,15,-4,6,227,202,16,-4,6,238,75000,6,252,54025,6,263,58305,6,277,-5,12,2,246,12,12
11,1449,9,1,8,1980,1,198,16,133500,1,206,1,4,218,18,-4,1,226,231,19,180020,1,239,270543,1,253,285805,1,267,-5,-5,-5,429,12,2,234,12,12
11,1450,9,2,9,1981,1,185,15,158000,1,206,1,4,205,17,-4,1,226,219,18,145500,1,240,270543,1,257,285805,1,266,267940,1,276,429,17,5,234,12,12
10,1451,8,2,9,1981,1,188,15,-4,1,209,1,4,209,17,-4,1,230,222,18,-4,1,243,250,10,256,10040,10,267,120020,1,277,-5,19,5,246,12,12
9,1452,8,1,3,1983,2,172,14,62100,1,211,1,2,188,15,-4,1,227,200,16,-4,1,239,-4,1,252,83500,1,265,14000,10,275,429,16,4,258,12,12
11,1453,9,2,11,1981,1,183,15,131000,1,206,1,4,204,17,-4,1,227,217,18,150700,1,240,270543,1,252,115510,1,264,117075,1,276,429,20,5,234,12,12
11,1454,10,2,4,1981,1,195,16,246474,1,211,1,4,211,17,-4,1,227,224,18,291681,1,240,270543,1,252,285805,1,263,267940,1,276,429,18,5,234,12,12
8,1455,7,1,10,1983,1,165,13,246474,1,211,1,4,181,15,-4,1,227,193,16,-4,1,239,-4,1,252,-4,1,263,267940,1,276,429,18,5,270,12,12
12,1456,10,1,4,1980,4,203,16,110000,1,207,1,4,223,18,75100,1,227,236,19,70000,1,240,-5,-5,-5,-5,-5,-5,16000,10,281,429,20,4,222,12,12
9,1457,7,1,3,1983,1,171,14,93000,1,210,1,4,189,15,-4,1,228,199,16,-4,1,238,-4,1,252,285805,1,264,267940,1,276,429,16,4,258,12,12
11,1458,9,1,4,1981,1,192,16,69200,1,208,1,4,-5,-5,-5,-5,-5,225,18,100500,1,241,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,4,234,12,12
7,1459,5,2,11,1984,1,149,12,69200,1,208,1,4,168,14,-4,1,227,181,15,-4,1,240,-4,1,253,-4,1,268,-4,1,278,-5,16,4,282,12,12
8,1460,6,1,4,1984,1,158,13,75100,1,210,1,4,177,14,-4,1,229,190,15,-4,1,242,-4,1,251,-4,1,265,77005,1,277,429,16,4,269,12,12
10,1461,8,1,10,1981,1,186,15,-4,1,208,1,4,205,17,-4,1,227,217,18,-4,1,239,153450,1,253,140006,1,263,130000,1,276,429,13,2,246,12,12
8,1462,6,2,10,1984,1,150,12,-4,1,208,1,4,169,14,-4,1,227,181,15,-4,1,239,-4,1,253,-4,1,263,146000,1,276,429,16,4,270,12,12
12,1463,11,1,5,1980,1,216,18,-4,4,221,1,4,223,18,39500,4,228,235,19,18700,4,240,75000,4,252,39700,4,268,40000,4,276,429,16,4,222,12,12
8,1464,6,2,3,1984,4,155,12,91900,1,206,1,4,176,14,-4,1,227,188,15,-4,1,239,-4,1,253,-4,1,263,100000,1,276,429,16,4,270,12,12
8,1465,6,1,7,1984,2,154,12,52000,3,209,1,1,174,14,-4,3,229,188,15,-4,5,243,114000,5,253,28600,4,265,53100,10,279,-5,14,1,253,10,11
10,1466,9,2,1,1982,2,185,15,-3,1,210,1,1,206,17,-4,1,231,216,18,-4,1,241,75700,1,252,151050,1,264,151000,1,276,429,17,4,246,12,12
12,1467,11,2,11,1980,2,199,16,-3,4,210,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15000,10,256,-5,-5,-5,-5,-5,-5,429,12,2,222,12,12
11,1468,9,1,12,1981,2,184,15,20000,4,208,1,1,203,16,-4,4,227,215,17,28200,4,239,36000,4,252,43800,4,264,20005,10,275,429,14,2,234,12,12
7,1469,5,1,5,1984,2,157,13,25896,4,210,1,1,177,14,-4,4,230,186,15,-4,4,239,-4,4,251,-4,4,267,-4,4,278,429,12,2,281,12,12
10,1470,8,2,10,1982,2,176,14,33866,1,210,1,1,194,16,-4,1,228,208,17,-4,1,242,-4,1,251,2500,1,264,10000,1,275,429,12,2,257,12,12
8,1471,6,1,6,1984,2,156,12,33866,1,210,1,1,174,14,-4,1,228,188,15,-4,1,242,-3,1,252,16752,1,264,52500,1,275,429,9,0,246,9,9
8,1472,6,2,4,1983,2,171,14,-3,4,211,1,1,190,15,-4,4,230,203,16,-2,4,243,-4,4,253,0,10,264,0,10,280,429,10,1,261,10,11
9,1473,7,1,12,1983,2,160,13,44300,4,208,1,1,180,14,-4,4,228,191,15,-4,4,239,-4,4,253,75000,4,264,79500,4,276,429,16,4,257,12,12
12,1474,11,1,8,1980,2,203,16,60007,1,211,1,2,219,18,-4,1,227,231,19,13010,10,239,105000,1,256,131000,1,265,114000,1,276,429,12,2,222,12,12
9,1475,8,2,6,1983,2,169,14,60007,1,211,1,2,185,15,-4,1,227,197,16,-4,1,239,-4,1,252,42500,1,265,-3,1,275,429,15,3,258,12,12
11,1476,9,2,4,1981,2,193,16,135010,1,209,1,1,213,17,-4,1,229,223,18,-4,1,239,112500,1,252,87500,1,263,75000,1,275,429,12,2,234,12,12
8,1477,7,2,12,1983,2,161,13,135010,1,209,1,1,181,15,-4,1,229,191,15,-4,1,239,-4,1,252,63500,1,263,75000,1,275,429,12,2,272,12,12
9,1478,7,1,9,1983,2,165,13,37000,8,210,1,1,182,15,-1,8,227,195,16,-4,8,240,-4,8,253,-4,10,264,-3,10,275,429,14,2,258,12,12
12,1479,10,2,6,1980,2,202,16,51400,5,208,1,1,225,18,25070,3,231,234,19,37500,3,240,-3,3,253,150000,3,267,100000,3,280,-5,16,4,222,12,12
9,1480,7,2,1,1983,2,171,14,51400,5,208,1,1,192,16,-4,4,229,203,16,-4,4,240,-4,4,253,-5,-5,-5,-3,4,278,-5,15,2,258,12,12
8,1481,7,1,11,1984,2,153,12,12324,4,212,1,1,169,14,-4,2,228,180,15,-4,2,239,-4,4,252,-4,4,268,-3,4,277,429,12,2,269,12,12
10,1482,8,1,12,1981,2,184,15,28000,4,208,1,1,207,17,-4,4,231,217,18,-2,10,241,37500,4,255,48500,2,267,12000,10,279,429,12,2,246,12,12
8,1483,7,1,2,1984,1,169,14,37500,4,219,1,2,176,14,-4,4,226,189,15,-4,4,239,-4,4,251,-4,4,264,17500,4,276,429,15,2,270,12,12
12,1484,10,1,8,1980,1,200,16,75126,1,208,1,4,221,18,103020,1,229,231,19,14030,10,239,17000,10,252,128010,1,265,170005,1,276,429,16,4,222,12,12
9,1485,7,1,4,1983,1,168,13,75126,1,208,1,4,189,15,-4,1,229,199,16,-4,1,239,-4,1,252,140000,1,265,127000,1,276,429,14,3,258,12,12
8,1486,7,1,3,1984,4,159,13,85860,1,210,1,4,177,14,-4,1,228,188,15,-4,1,239,-4,1,252,-4,1,267,116000,1,278,429,16,4,270,12,12
11,1487,9,2,5,1981,1,191,15,94100,1,208,1,4,210,17,-4,1,227,223,18,78550,1,240,78000,1,253,92000,1,267,77000,1,282,429,16,4,234,12,12
12,1488,10,1,4,1980,1,204,17,135750,1,208,1,4,224,18,-2,1,228,235,19,121500,1,239,10000,10,252,69000,10,264,40000,10,277,429,12,2,222,12,12
9,1489,7,2,12,1982,1,172,14,135750,1,208,1,4,192,16,-4,1,228,203,16,-4,1,239,-4,1,252,15500,10,268,8008,10,277,429,12,2,258,12,12
8,1490,6,2,10,1983,1,162,13,246474,1,208,1,4,-5,-5,-5,-5,-5,193,16,-4,1,239,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0,-4,-4,-4
11,1491,9,1,5,1982,4,179,14,61050,1,208,1,4,198,16,-4,1,227,211,17,110000,1,240,118000,1,253,126500,1,264,111300,1,277,429,17,4,234,12,12
10,1492,8,2,11,1982,1,173,14,141076,1,208,1,4,194,16,-4,1,229,205,17,-4,1,240,270543,1,252,285805,1,265,267940,1,277,-5,16,4,246,12,12
9,1493,7,1,9,1983,1,163,13,70200,1,208,1,4,184,15,-4,1,229,195,16,-4,1,240,-4,1,253,91000,1,265,88500,1,276,429,18,4,258,12,12
11,1494,9,2,12,1980,1,196,16,92058,2,208,1,4,216,17,-4,2,228,228,19,101700,2,240,78300,2,253,116040,2,264,99500,2,276,429,15,2,234,12,12
12,1495,10,2,6,1980,1,202,16,126400,1,208,1,4,223,18,425586,1,229,233,19,121025,1,239,170000,1,252,285805,1,264,267940,1,276,429,16,4,222,12,12
11,1496,9,2,12,1981,1,184,15,126400,1,208,1,4,205,17,-4,1,229,215,17,-4,1,239,270543,1,252,285805,1,264,267940,1,278,429,15,3,234,12,12
10,1497,8,2,8,1982,1,178,14,-4,1,210,1,4,195,16,-4,4,227,207,17,-4,4,239,270543,4,253,285805,4,266,267940,4,277,429,17,5,246,12,12
8,1498,6,2,6,1984,1,156,12,-3,1,210,1,4,174,14,-4,4,228,185,15,-4,4,239,-4,4,253,-4,4,266,267940,4,276,429,17,4,270,12,12
12,1499,10,2,8,1980,5,201,16,82550,1,209,1,4,220,18,38950,1,228,231,19,40500,1,239,94500,1,253,46000,1,264,92250,1,276,429,19,5,222,12,12
10,1500,8,2,10,1982,2,175,14,71000,1,209,1,1,194,16,-4,1,228,204,17,-4,1,238,104000,1,256,119500,1,265,133600,1,276,429,18,5,245,12,12
12,1501,11,2,10,1980,1,209,17,-4,1,219,1,4,218,18,117250,1,228,231,19,63000,1,241,78000,1,254,76000,1,265,12500,10,279,-5,17,4,222,12,12
8,1502,6,2,1,1984,2,159,13,80000,1,208,1,1,178,14,-4,1,227,190,15,-4,1,239,-3,4,252,75000,4,264,75000,4,276,429,14,2,270,12,12
11,1503,9,1,12,1980,1,194,16,64050,4,206,1,4,215,17,-4,4,227,227,18,-2,4,239,-3,4,251,22500,4,265,9500,4,276,429,16,4,234,12,12
9,1504,7,2,10,1983,1,160,13,64050,4,206,1,4,181,15,-4,4,227,194,16,-4,4,240,-4,4,251,54000,4,264,15000,4,276,429,16,4,258,12,12
7,1505,5,1,11,1984,5,147,12,-4,2,206,1,2,170,14,-4,2,229,182,15,-4,2,241,-4,2,252,-4,2,265,-3,10,278,429,15,1,274,10,11
8,1506,6,2,12,1984,5,148,12,-3,1,208,1,2,170,14,-4,1,230,180,15,-4,1,240,-4,1,252,-4,1,264,23500,1,277,-5,15,2,270,12,12
-4,1507,8,1,4,1983,1,172,14,-3,1,212,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,0,-4,-4,-4
8,1508,6,1,9,1984,-2,152,12,12000,4,209,1,3,174,14,-4,4,231,181,15,-4,4,238,-4,4,253,-4,2,264,10000,4,276,429,12,2,270,12,12
8,1509,6,2,11,1982,5,174,14,-4,1,209,1,2,195,16,-4,1,230,204,16,-2,10,239,35000,10,252,75000,1,264,52500,10,276,429,9,2,240,9,10
10,1510,8,1,8,1980,1,200,16,44100,4,208,1,4,220,18,-4,4,228,232,19,88700,10,240,65000,4,253,106000,10,267,75000,10,279,-5,9,2,240,9,10
9,1511,8,2,1,1982,1,181,15,44100,4,206,1,4,203,16,-4,4,228,214,17,-4,4,239,3000,4,252,26500,4,264,25000,4,276,429,12,2,240,12,12
8,1512,6,2,5,1984,1,153,12,44100,4,206,1,4,174,14,-4,4,227,186,15,-4,4,239,-4,4,252,-4,4,264,-4,4,276,429,10,1,281,10,11
