                2012                   0                   2                   3                   2                   2                   0                   0                   3                   9                   3                   2                  13                  18                   5                 166                   1
                2012                   2                   0                   3                   1                   2                   0                   0                   4                   9                   1                   2                  14                  40                   5                 167                   2
                2012                   3                   2                   3                   1                   2                   0                   0                   2                   9                   3                   1                  16                  24                   5                 169                   2
                2012                   0                   0                   3                   1                   1                   0                  11                   1                   9                   3                   2                  15                  77                   2                 171                   2
                2012                   3                   0                   4                   1                   2                   0                   0                   4                   9                   1                   2                  15                  24                   5                 172                   1
                2012                   3                   2                   3                   2                   2                   0                  38                   1                   9                   1                   2                  15                  22                   5                 174                   1
                2012                   3                   0                   4                   2                   2                   0                   0                   2                   9                   1                   1                  16                  24                   5                 175                   2
                2012                   3                   0                   2                   3                   1                   0                   0                   2                   9                   3                   1                  11                  22                   5                 176                   1
                2012                   3                   1                   2                   2                   2                   0                   0                   4                   9                   1                   1                  15                  21                   5                 177                   2
                2012                   3                   0                   3                   1                   1                   0                   0                  11                   9                   1                   2                  19                  32                   1                 179                   2
                2012                   3                   0                   1                   4                   2                   0                   0                   2                   9                   1                   2                  12                  55                   1                 181                   1
                2012                   3                   0                   2                   4                   2                  68                  60                   1                   9                   2                   2                  16                  34                   1                 185                   2
                2012                   3                   0                   3                   3                   2                  45                  60                   1                   9                   1                   2                  16                  22                   5                 186                   2
                2012                   3                   3                   4                   1                   2                   0                   0                   4                   9                   1                   1                  17                  56                   1                 187                   1
                2012                   3                   0                   3                   2                   2                   0                  70                   1                   9                   1                   2                  16                  33                   1                 190                   1
                2012                   3                   2                   3                   2                   2                   0                  48                   1                   9                   1                   1                  12                  67                   1                 191                   2
                2012                   3                   2                   3                   2                   2                   0                   0                   4                   9                   1                   1                  12                  65                   1                 193                   1
                2012                   3                   0                   4                   2                   2                   0                   0                   4                   9                   1                   2                  16                  42                   5                 194                   2
                2012                   3                   1                   2                   1                   2                   0                   0                   2                   9                   1                   2                  12                  65                   1                 195                   2
                2012                   3                   4                   2                   2                   1                   0                  70                   1                   9                   2                   2                  13                  25                   1                 196                   1
                2012                   3                   0                   3                   2                   2                  77                  60                   1                   9                   1                   2                  12                  36                   2                 197                   2
                2012                   3                   0                   3                   2                   2                   0                   0                  11                   9                   3                   1                  12                  18                   5                 199                   1
                2012                   3                   0                   3                   2                   2                   0                   0                   4                   9                   1                   1                  14                  20                   5                 202                   1
                2012                   3                   0                   4                   4                   2                   0                   0                   4                   9                   1                   1                  16                  39                   3                 203                   2
                2012                   3                   0                   2                   2                   2                   0                   0                   2                   9                   1                   1                  14                  57                   1                 205                   2
                2012                   3                   4                   3                   1                   2                   0                  70                   1                   9                   2                   2                  13                  61                   1                 206                   1
                2012                   8                   8                   3                   2                   8                   0                   0                   4                   9                   1                   1                  12                  30                   5                 209                   1
